Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame
   17	 52.574993	 56.091646	 55.201640	 53.374496	     	  0.993618	  0.997389	  0.996443	  0.994718	     
   18	 52.026635	 55.570359	 54.770022	 52.841175	  min	  0.992699	  0.996886	  0.995800	  0.993913	     
   19	 51.613747	 55.319566	 54.666097	 52.474558	  min	  0.991874	  0.996785	  0.995974	  0.993376	     
   20	 51.667645	 55.199421	 54.021925	 52.437834	  min	  0.992248	  0.996631	  0.995391	  0.993502	     
   21	 51.068617	 54.451108	 52.862412	 51.756944	  min	  0.991261	  0.996197	  0.994446	  0.992614	     
   22	 50.957230	 54.463944	 53.160109	 51.707417	  min	  0.991107	  0.995921	  0.994344	  0.992449	     
   23	 50.619091	 53.903184	 52.675809	 51.331530	  min	  0.990650	  0.995682	  0.993937	  0.992036	     
   24	 50.807297	 54.051887	 52.046233	 51.407491	     	  0.991079	  0.995526	  0.993432	  0.992212	     
   25	 50.177355	 53.258678	 51.939355	 50.833726	  min	  0.990782	  0.995085	  0.993351	  0.991928	     
   26	 50.448614	 53.232808	 52.135789	 51.066083	     	  0.991067	  0.994798	  0.993020	  0.992015	     
   27	 50.141802	 52.665087	 51.324592	 50.663444	  min	  0.990703	  0.994376	  0.992092	  0.991547	     
   28	 49.401789	 52.642087	 50.720100	 50.012923	  min	  0.989932	  0.993773	  0.991421	  0.990820	     
   29	 49.581590	 51.844353	 50.411236	 50.023094	     	  0.990567	  0.993689	  0.991198	  0.991193	     
   30	 49.182206	 51.888807	 50.599405	 49.755687	  min	  0.990108	  0.993371	  0.991107	  0.990818	     
   31	 49.201576	 50.979818	 49.850245	 49.559554	  min	  0.991219	  0.992971	  0.990552	  0.991400	     
   32	 49.938520	 51.908495	 50.401390	 50.289454	     	  0.992648	  0.993020	  0.990689	  0.992384	     
   33	 49.133470	 51.011365	 49.609109	 49.475800	  min	  0.992070	  0.992829	  0.990442	  0.991925	     
   34	 49.664546	 51.218580	 49.958132	 49.938024	     	  0.992020	  0.992468	  0.990453	  0.991834	     
   35	 48.957487	 50.779909	 49.468363	 49.298956	  min	  0.992368	  0.992553	  0.990444	  0.992078	     
   36	 49.932528	 51.362263	 49.850506	 50.126012	     	  0.993558	  0.992422	  0.990384	  0.992840	     
   37	 48.317581	 50.450461	 48.842996	 48.697050	  min	  0.992535	  0.992525	  0.990573	  0.992206	     
   38	 49.041085	 50.869968	 49.652289	 49.399248	     	  0.992797	  0.992270	  0.990868	  0.992387	     
   39	 48.456048	 49.689240	 48.670591	 48.675307	  min	  0.992811	  0.991906	  0.990709	  0.992310	     
   40	 49.475962	 50.361302	 49.162600	 49.556026	     	  0.993363	  0.991184	  0.990099	  0.992456	     
   41	 48.320205	 49.575843	 48.664704	 48.563849	  min	  0.992831	  0.991688	  0.990752	  0.992294	     
   42	 48.683900	 50.086593	 48.949248	 48.933630	     	  0.992599	  0.991300	  0.990423	  0.992020	     
   43	 47.541476	 48.407134	 47.532335	 47.672721	  min	  0.991913	  0.990382	  0.989297	  0.991222	     
   44	 48.507394	 49.428987	 48.141305	 48.582780	     	  0.993177	  0.990184	  0.989386	  0.992046	     
   45	 47.415775	 48.748051	 47.677898	 47.655907	  min	  0.991846	  0.989503	  0.988704	  0.990932	     
   46	 47.665641	 48.659592	 47.555080	 47.797013	     	  0.991014	  0.988652	  0.988183	  0.990148	     
   47	 47.484684	 48.423942	 47.422561	 47.617024	  min	  0.989563	  0.987738	  0.987468	  0.988910	     
   48	 51.433740	 52.118023	 51.477477	 51.547999	     	  0.994318	  0.993885	  0.994158	  0.994219	     
   49	 46.506311	 48.388354	 47.129858	 46.872697	  min	  0.991267	  0.990009	  0.988878	  0.990659	     
   50	 46.116395	 47.937004	 46.793000	 46.483791	  min	  0.989681	  0.987840	  0.987282	  0.988975	     
   51	 46.896929	 47.716443	 46.463048	 46.945624	     	  0.990758	  0.987476	  0.986692	  0.989534	     
   52	 48.184794	 48.814279	 47.770896	 48.210156	     	  0.990947	  0.989048	  0.988896	  0.990289	     
   53	 46.760836	 47.842685	 46.452590	 46.868523	     	  0.990777	  0.987607	  0.986761	  0.989579	     
   54	 47.568183	 48.399757	 47.324049	 47.653291	     	  0.991051	  0.988457	  0.988297	  0.990160	     
   55	 46.344899	 47.776074	 46.485210	 46.577226	     	  0.990412	  0.987327	  0.986610	  0.989264	     
   56	 47.722453	 48.431917	 47.421771	 47.780035	     	  0.990479	  0.988231	  0.988007	  0.989693	     
   57	 46.358202	 47.764786	 46.501276	 46.587881	     	  0.990339	  0.987180	  0.986643	  0.989197	     
   58	 47.570347	 48.127789	 47.027408	 47.561159	     	  0.990877	  0.987712	  0.987533	  0.989792	     
   59	 46.519021	 47.880536	 46.717310	 46.752271	     	  0.990358	  0.987402	  0.987087	  0.989320	     
   60	 47.686326	 48.256122	 47.279411	 47.704265	     	  0.990363	  0.987799	  0.987843	  0.989516	     
   61	 46.513124	 47.850524	 46.832284	 46.763328	     	  0.990452	  0.987378	  0.987454	  0.989440	     
   62	 47.424638	 47.904764	 46.937668	 47.414519	     	  0.990758	  0.987242	  0.987361	  0.989606	     
   63	 46.395456	 47.582336	 46.687146	 46.621334	     	  0.990233	  0.986808	  0.987067	  0.989134	     
   64	 47.562931	 48.103204	 47.119472	 47.569791	     	  0.990104	  0.987302	  0.987429	  0.989191	     
   65	 46.302211	 47.440082	 46.416333	 46.491902	     	  0.990124	  0.986297	  0.986458	  0.988875	     
   66	 47.292156	 47.769223	 46.717141	 47.265070	     	  0.990452	  0.986741	  0.986788	  0.989223	     
   67	 46.230601	 47.228512	 46.208524	 46.377978	  min	  0.989862	  0.985910	  0.985845	  0.988533	     
   68	 47.423066	 47.896890	 46.990455	 47.422066	     	  0.989822	  0.986790	  0.987004	  0.988847	     
   69	 46.194222	 47.039002	 45.997425	 46.289658	  min	  0.989851	  0.985341	  0.985300	  0.988340	     
   70	 47.147784	 47.624986	 46.701264	 47.144725	     	  0.990214	  0.986424	  0.986625	  0.988984	     
   71	 46.170545	 46.897518	 45.846745	 46.226438	  min	  0.989750	  0.985086	  0.984839	  0.988154	     
   72	 47.285768	 47.724667	 46.838010	 47.276744	     	  0.989499	  0.986241	  0.986545	  0.988464	     
   73	 46.168415	 46.844391	 45.740040	 46.197811	  min	  0.989603	  0.984773	  0.984541	  0.987954	     
   74	 47.040390	 47.414178	 46.592526	 47.021495	     	  0.989957	  0.985830	  0.986259	  0.988653	     
   75	 46.112321	 46.674121	 45.668757	 46.122328	  min	  0.989366	  0.984442	  0.984255	  0.987693	     
   76	 47.122657	 47.557363	 46.687062	 47.115242	     	  0.989147	  0.985689	  0.986132	  0.988068	     
   77	 45.946279	 46.735061	 45.648388	 46.015655	  min	  0.989220	  0.984312	  0.984169	  0.987560	     
   78	 46.849621	 47.304508	 46.376945	 46.838388	     	  0.989563	  0.985317	  0.985601	  0.988195	     
   79	 45.800376	 46.692322	 45.641927	 45.909218	  min	  0.988850	  0.984222	  0.984028	  0.987275	     
   80	 46.979344	 47.328782	 46.474361	 46.946177	     	  0.988794	  0.984890	  0.985477	  0.987590	     
   81	 45.753626	 46.673115	 45.596492	 45.866524	  min	  0.988806	  0.983913	  0.983772	  0.987152	     
   82	 46.750240	 47.078193	 46.130300	 46.692214	     	  0.989342	  0.984591	  0.984762	  0.987787	     
   83	 45.761179	 46.521482	 45.556814	 45.843321	  min	  0.988607	  0.983562	  0.983606	  0.986933	     
   84	 46.800524	 47.081165	 46.219187	 46.742534	     	  0.988425	  0.984086	  0.984654	  0.987073	     
   85	 45.621968	 46.348058	 45.395455	 45.695269	  min	  0.988473	  0.982781	  0.982966	  0.986606	     
   86	 46.218528	 46.569389	 45.665621	 46.176634	     	  0.988694	  0.983067	  0.983329	  0.986862	     
   87	 45.506452	 46.214626	 45.308552	 45.582272	  min	  0.988281	  0.982504	  0.982658	  0.986381	     
   88	 46.603751	 46.893761	 45.979148	 46.539034	     	  0.988025	  0.983453	  0.983834	  0.986565	     
   89	 45.452576	 46.046537	 45.210911	 45.503982	  min	  0.988099	  0.981724	  0.982214	  0.986056	     
   90	 46.063234	 46.341955	 45.525806	 46.013169	     	  0.988341	  0.982197	  0.982691	  0.986375	     
   91	 45.399093	 45.896887	 45.084575	 45.423183	  min	  0.987886	  0.981277	  0.981639	  0.985743	     
   92	 46.399942	 46.622772	 45.740726	 46.318270	     	  0.987596	  0.982467	  0.982916	  0.985961	     
   93	 45.475657	 46.131917	 45.324687	 45.552238	     	  0.987560	  0.981600	  0.982098	  0.985656	     
   94	 46.389041	 46.627812	 45.825551	 46.327914	     	  0.987527	  0.982461	  0.983100	  0.985945	     
   95	 46.471211	 46.629994	 45.880834	 46.392516	     	  0.987554	  0.982416	  0.983150	  0.985964	     
   96	 49.445834	 49.007381	 48.350024	 49.170139	     	  0.993135	  0.988582	  0.989307	  0.991738	     
   97	 45.751111	 46.942030	 45.928865	 45.958616	     	  0.990558	  0.984796	  0.984890	  0.988653	     
   98	 46.333855	 47.034594	 46.023662	 46.388462	     	  0.990790	  0.984582	  0.984626	  0.988728	     
   99	 45.424579	 46.168980	 45.181385	 45.497516	     	  0.989908	  0.982211	  0.982094	  0.987323	     
  100	 46.685716	 47.018437	 46.183316	 46.650473	     	  0.990616	  0.984146	  0.984496	  0.988517	     
  101	 45.101034	 45.775880	 44.812806	 45.155882	  min	  0.989272	  0.980681	  0.980547	  0.986386	     
  102	 45.772987	 46.053874	 45.106176	 45.698836	     	  0.989643	  0.981169	  0.981062	  0.986800	     
  103	 44.946715	 45.350624	 44.408338	 44.915581	  min	  0.988739	  0.978938	  0.978691	  0.985431	     
  104	 45.780601	 45.978035	 45.181024	 45.706254	     	  0.989162	  0.980463	  0.980916	  0.986338	     
  105	 44.791792	 45.150713	 44.215242	 44.746680	  min	  0.988326	  0.977825	  0.977513	  0.984774	     
  106	 45.508574	 45.556481	 44.676590	 45.366043	     	  0.988892	  0.978902	  0.978938	  0.985568	     
  107	 44.671618	 44.986092	 44.073445	 44.615652	  min	  0.987934	  0.976995	  0.976681	  0.984235	     
  108	 45.485800	 45.531600	 44.732614	 45.358212	     	  0.988403	  0.978337	  0.978902	  0.985142	     
  109	 44.643275	 44.863116	 43.975223	 44.559456	  min	  0.987754	  0.976125	  0.976148	  0.983881	     
  110	 45.286469	 45.250913	 44.434676	 45.126652	     	  0.988259	  0.977176	  0.977616	  0.984638	     
  111	 44.528777	 44.738786	 43.911951	 44.453145	  min	  0.987397	  0.975444	  0.975716	  0.983458	     
  112	 45.238242	 45.231300	 44.501257	 45.105272	     	  0.987653	  0.976468	  0.977626	  0.984118	     
  113	 44.361716	 44.580340	 43.732453	 44.285076	  min	  0.986863	  0.974214	  0.974647	  0.982719	     
  114	 44.726358	 44.894535	 44.087232	 44.639959	     	  0.987126	  0.975087	  0.975818	  0.983235	     
  115	 44.207926	 44.409749	 43.634059	 44.139090	  min	  0.986531	  0.973179	  0.973905	  0.982201	     
  116	 45.021736	 44.950666	 44.267855	 44.875086	     	  0.986905	  0.974830	  0.976257	  0.983118	     
  117	 44.222304	 44.353721	 43.576738	 44.128888	  min	  0.986238	  0.972809	  0.973537	  0.981883	     
  118	 44.570940	 44.684266	 43.903112	 44.470437	     	  0.986363	  0.973747	  0.974575	  0.982296	     
  119	 44.115680	 44.239765	 43.484797	 44.023877	  min	  0.985770	  0.971944	  0.972719	  0.981291	     
  120	 44.825696	 44.705560	 44.029579	 44.662859	     	  0.986025	  0.973144	  0.974762	  0.982001	     
  121	 44.045569	 44.141188	 43.378412	 43.942379	  min	  0.985360	  0.971092	  0.972000	  0.980755	     
  122	 44.318768	 44.417794	 43.670191	 44.219641	     	  0.985457	  0.971930	  0.973021	  0.981130	     
  123	 43.981340	 44.030592	 43.310291	 43.869997	  min	  0.985067	  0.970440	  0.971389	  0.980349	     
  124	 44.639416	 44.544307	 43.777311	 44.467885	     	  0.985176	  0.971843	  0.973010	  0.980926	     
  125	 43.944570	 43.984771	 43.251530	 43.827596	  min	  0.984676	  0.969839	  0.970741	  0.979881	     
  126	 44.135265	 44.199630	 43.466135	 44.026710	     	  0.984544	  0.970336	  0.971386	  0.979983	     
  127	 43.750224	 43.896578	 43.201770	 43.677392	  min	  0.984035	  0.969259	  0.970270	  0.979278	     
  128	 44.456995	 44.343573	 43.584887	 44.280504	     	  0.984244	  0.970385	  0.971451	  0.979802	     
  129	 43.697565	 43.745673	 43.028263	 43.586369	  min	  0.983560	  0.967976	  0.968932	  0.978525	     
  130	 43.947576	 43.866366	 43.153707	 43.791574	     	  0.983596	  0.967970	  0.968959	  0.978552	     
  131	 43.433164	 43.595429	 42.924743	 43.370271	  min	  0.982797	  0.966911	  0.967961	  0.977677	     
  132	 43.814019	 43.881786	 43.130554	 43.703286	     	  0.982455	  0.967354	  0.968411	  0.977597	     
  133	 43.221461	 43.442614	 42.707564	 43.166819	  min	  0.982083	  0.965622	  0.966348	  0.976717	     
  134	 43.640304	 43.578532	 42.844642	 43.487133	     	  0.982398	  0.965632	  0.966477	  0.976950	     
  135	 43.092031	 43.331275	 42.591089	 43.042613	  min	  0.981422	  0.964624	  0.965210	  0.975920	     
  136	 43.525019	 43.593039	 42.841922	 43.414397	     	  0.981165	  0.964947	  0.965861	  0.975911	     
  137	 43.061145	 43.257660	 42.495631	 42.993041	  min	  0.980927	  0.963928	  0.964192	  0.975304	     
  138	 43.366537	 43.386693	 42.626897	 43.237434	     	  0.981046	  0.963948	  0.964290	  0.975404	     
  139	 42.942658	 43.048565	 42.261516	 42.838445	  min	  0.980337	  0.962226	  0.962145	  0.974286	     
  140	 43.312262	 43.337283	 42.563964	 43.182279	     	  0.979918	  0.962837	  0.963206	  0.974286	     
  141	 42.864250	 43.046842	 42.260932	 42.786872	  min	  0.979738	  0.961871	  0.961570	  0.973732	     
  142	 43.330335	 43.407904	 42.626052	 43.217201	     	  0.979784	  0.963312	  0.963299	  0.974291	     
  143	 43.369516	 43.432385	 42.667441	 43.254455	     	  0.979763	  0.963386	  0.963347	  0.974298	     
  144	 46.463424	 45.661591	 45.015742	 46.050554	     	  0.987772	  0.975998	  0.976659	  0.983958	     
  145	 43.747826	 44.177236	 43.222625	 43.722995	     	  0.984005	  0.970752	  0.969640	  0.979402	     
  146	 44.009706	 44.386736	 43.576186	 43.993940	     	  0.983677	  0.970618	  0.970351	  0.979279	     
  147	 43.293387	 43.592161	 42.690954	 43.234210	     	  0.982565	  0.966921	  0.965733	  0.977152	     
  148	 43.711726	 44.258073	 43.586408	 43.776580	     	  0.982355	  0.969282	  0.969647	  0.978058	     
  149	 42.840830	 43.164267	 42.309878	 42.798853	     	  0.981043	  0.963853	  0.962628	  0.975109	     
  150	 43.268655	 43.422576	 42.752316	 43.202977	     	  0.981174	  0.964517	  0.964449	  0.975610	     
  151	 42.681189	 42.808019	 42.013444	 42.582841	  min	  0.979955	  0.961194	  0.959974	  0.973498	     
  152	 43.178244	 43.495972	 42.877728	 43.177448	     	  0.980086	  0.964443	  0.964803	  0.974931	     
  153	 42.653062	 42.636558	 41.885812	 42.512732	  min	  0.979501	  0.959785	  0.958685	  0.972746	     
  154	 43.106107	 43.051511	 42.457907	 42.982222	     	  0.979968	  0.961531	  0.961658	  0.973844	     
  155	 42.519213	 42.495979	 41.789362	 42.384966	  min	  0.978658	  0.958370	  0.957315	  0.971720	     
  156	 43.001137	 43.084113	 42.489883	 42.925078	     	  0.978690	  0.961121	  0.961467	  0.972891	     
  157	 42.502396	 42.398510	 41.729136	 42.346637	  min	  0.978075	  0.957251	  0.956516	  0.971011	     
  158	 42.913445	 42.798028	 42.220291	 42.771055	     	  0.978502	  0.959181	  0.959272	  0.972077	     
  159	 42.307287	 42.390612	 41.774954	 42.227393	  min	  0.977326	  0.956656	  0.956389	  0.970392	     
  160	 42.817856	 42.851806	 42.315147	 42.735452	     	  0.977455	  0.958756	  0.959678	  0.971376	     
  161	 42.099730	 42.238597	 41.657083	 42.045187	  min	  0.976535	  0.955038	  0.955301	  0.969413	     
  162	 42.498701	 42.458740	 41.943410	 42.394544	     	  0.976904	  0.955907	  0.956844	  0.970061	     
  163	 42.001231	 42.239292	 41.739574	 41.994894	  min	  0.975832	  0.954672	  0.955761	  0.968960	     
  164	 42.678093	 42.652591	 42.221696	 42.594434	     	  0.976355	  0.956467	  0.958610	  0.970083	     
  165	 41.979747	 42.180156	 41.747866	 41.972698	  min	  0.975432	  0.953751	  0.955552	  0.968505	     
  166	 42.406576	 42.325135	 41.890582	 42.302807	     	  0.975806	  0.954185	  0.956076	  0.968914	     
  167	 41.864683	 42.183009	 41.802491	 41.905591	  min	  0.974739	  0.953596	  0.955773	  0.968054	     
  168	 42.521713	 42.558116	 42.162897	 42.465774	     	  0.975216	  0.955262	  0.957869	  0.968999	     
  169	 41.991252	 42.182091	 41.871841	 42.002205	     	  0.974704	  0.953261	  0.955944	  0.968003	     
  170	 42.432014	 42.301179	 41.935209	 42.323520	     	  0.975231	  0.953532	  0.956071	  0.968421	     
  171	 42.057166	 42.139405	 41.882707	 42.041105	     	  0.974363	  0.953050	  0.956117	  0.967770	     
  172	 42.410993	 42.406810	 42.041266	 42.346457	     	  0.974343	  0.953971	  0.957019	  0.968060	     
  173	 42.003191	 42.105573	 41.831179	 41.990829	     	  0.973831	  0.952687	  0.955594	  0.967267	     
  174	 42.370535	 42.256622	 41.879522	 42.265927	     	  0.974311	  0.953013	  0.955621	  0.967646	     
  175	 41.753575	 41.997223	 41.696406	 41.783577	  min	  0.972779	  0.951734	  0.954613	  0.966244	     
  176	 42.228959	 42.304518	 41.942803	 42.192299	     	  0.973061	  0.952974	  0.956106	  0.966887	     
  177	 41.741421	 41.881902	 41.581132	 41.737248	  min	  0.972467	  0.950559	  0.953547	  0.965662	     
  178	 42.226799	 42.112498	 41.754164	 42.125468	     	  0.973258	  0.951529	  0.954582	  0.966524	     
  179	 41.521130	 41.760603	 41.468808	 41.551293	  min	  0.971593	  0.949353	  0.952751	  0.964746	     
  180	 42.062961	 42.203899	 41.903184	 42.058950	     	  0.971842	  0.951802	  0.955617	  0.965798	     
  181	 41.293501	 41.589478	 41.312491	 41.344645	  min	  0.970616	  0.947615	  0.951202	  0.963547	     
  182	 41.708940	 41.859096	 41.555673	 41.707538	     	  0.971319	  0.949183	  0.952838	  0.964550	     
  183	 41.186259	 41.500760	 41.254441	 41.248542	  min	  0.970137	  0.946929	  0.950725	  0.963034	     
  184	 41.846075	 42.104923	 41.888052	 41.895195	     	  0.970943	  0.950622	  0.955133	  0.964921	     
  185	 41.096970	 41.433980	 41.226115	 41.172881	  min	  0.969779	  0.945992	  0.950219	  0.962554	     
  186	 41.352217	 41.799973	 41.608491	 41.466081	     	  0.970212	  0.948394	  0.953119	  0.963727	     
  187	 41.011109	 41.316290	 41.114216	 41.077717	  min	  0.969443	  0.944903	  0.949283	  0.961993	     
  188	 41.654138	 42.027238	 41.847719	 41.746250	     	  0.970260	  0.949654	  0.954518	  0.964202	     
  189	 41.087189	 41.390947	 41.248858	 41.163196	     	  0.969558	  0.945072	  0.949859	  0.962194	     
  190	 41.186933	 41.861955	 41.752761	 41.383951	     	  0.968983	  0.948113	  0.953588	  0.962939	     
  191	 41.661912	 41.877137	 41.778123	 41.716360	     	  0.970828	  0.947969	  0.953213	  0.964082	     
  192	 41.379434	 40.942602	 40.913354	 41.223667	     	  0.968691	  0.940926	  0.946748	  0.960406	     
  193	 40.461900	 40.490770	 40.497679	 40.472648	  min	  0.966685	  0.937585	  0.943192	  0.957920	     
  194	 40.619927	 40.954826	 41.049642	 40.743580	     	  0.966709	  0.941196	  0.947489	  0.959253	     
  195	 39.982992	 40.378091	 40.438125	 40.120093	  min	  0.964709	  0.936269	  0.942326	  0.956239	     
  196	 40.017733	 40.739528	 40.866944	 40.263975	     	  0.964218	  0.938616	  0.945900	  0.956898	     
  197	 39.812264	 40.236033	 40.336385	 39.964480	  min	  0.964577	  0.934289	  0.940789	  0.955564	     
  198	 40.281970	 40.627113	 40.772234	 40.416600	     	  0.965859	  0.937405	  0.944511	  0.957559	     
  199	 39.411450	 40.099288	 40.242257	 39.649931	  min	  0.963176	  0.932339	  0.939786	  0.954138	     
  200	 39.775399	 40.456306	 40.653232	 40.019643	     	  0.963348	  0.935032	  0.943778	  0.955367	     
  201	 39.366088	 40.029620	 40.227099	 39.605283	  min	  0.962783	  0.930844	  0.938796	  0.953462	     
  202	 40.084596	 40.300097	 40.539429	 40.192948	     	  0.964936	  0.933045	  0.941620	  0.955735	     
  203	 39.288810	 39.989515	 40.225103	 39.544410	  min	  0.962404	  0.930468	  0.939084	  0.953195	     
  204	 39.677848	 40.271054	 40.622499	 39.918291	     	  0.962878	  0.932769	  0.942878	  0.954527	     
  205	 39.241639	 39.975544	 40.323559	 39.522695	  min	  0.962532	  0.930081	  0.939222	  0.953238	     
  206	 39.998309	 40.212329	 40.566108	 40.123613	     	  0.964893	  0.931925	  0.941336	  0.955472	     
  207	 39.248450	 39.972862	 40.330938	 39.528158	     	  0.962559	  0.930226	  0.939754	  0.953369	     
  208	 39.591898	 40.177442	 40.601606	 39.840321	     	  0.962816	  0.931610	  0.942127	  0.954167	     
  209	 39.334955	 39.925666	 40.384176	 39.589681	     	  0.962971	  0.929787	  0.939539	  0.953535	     
  210	 39.616471	 40.016908	 40.454313	 39.811539	     	  0.963799	  0.929926	  0.940130	  0.954209	     
  211	 39.452557	 39.876519	 40.371622	 39.662948	     	  0.963135	  0.929485	  0.940043	  0.953678	     
  212	 39.519185	 39.982440	 40.475126	 39.740995	     	  0.962466	  0.929705	  0.940539	  0.953351	     
  213	 39.433727	 39.851043	 40.482705	 39.661216	     	  0.963092	  0.929457	  0.940041	  0.953644	     
  214	 39.571933	 39.906704	 40.474148	 39.765667	     	  0.963614	  0.928918	  0.939662	  0.953839	     
  215	 39.308660	 39.666812	 40.338808	 39.524059	     	  0.962608	  0.927332	  0.938477	  0.952707	     
  216	 39.273147	 39.709588	 40.319738	 39.503352	  min	  0.961708	  0.926203	  0.937357	  0.951732	     
  217	 39.347530	 39.604006	 40.321667	 39.538617	     	  0.962945	  0.926239	  0.937286	  0.952551	     
  218	 39.509183	 39.735539	 40.348840	 39.676366	     	  0.963624	  0.926576	  0.937061	  0.953022	     
  219	 39.010099	 39.475229	 40.143210	 39.256710	  min	  0.961808	  0.924674	  0.935138	  0.951174	     
  220	 39.156391	 39.529386	 40.143629	 39.368223	     	  0.961493	  0.923859	  0.934282	  0.950686	     
  221	 38.647152	 39.273248	 40.002342	 38.948572	  min	  0.960932	  0.922234	  0.932947	  0.949819	     
  222	 39.187086	 39.439028	 40.073824	 39.365161	     	  0.962878	  0.922985	  0.933171	  0.951278	     
  223	 38.212974	 39.043638	 39.748610	 38.568749	  min	  0.959037	  0.919111	  0.929967	  0.947538	     
  224	 38.680641	 39.163173	 39.838974	 38.933427	     	  0.959617	  0.919118	  0.930149	  0.947955	     
  225	 38.029458	 38.793120	 39.547982	 38.372985	  min	  0.958273	  0.915581	  0.927150	  0.945971	     
  226	 38.586801	 38.994980	 39.700375	 38.821682	     	  0.960559	  0.917653	  0.928610	  0.948083	     
  227	 37.739847	 38.652928	 39.414407	 38.125288	  min	  0.957204	  0.913867	  0.925649	  0.944722	     
  228	 38.520687	 39.032340	 39.786290	 38.792438	     	  0.959382	  0.917881	  0.929117	  0.947421	     
  229	 37.664458	 38.524593	 39.344190	 38.042682	  min	  0.957482	  0.912480	  0.924283	  0.944448	     
  230	 38.382081	 38.707261	 39.536063	 38.609024	     	  0.960169	  0.914693	  0.926266	  0.946939	     
  231	 37.612604	 38.475127	 39.323449	 37.995015	  min	  0.957176	  0.911806	  0.924039	  0.944092	     
  232	 38.482300	 38.931629	 39.812261	 38.752620	     	  0.959509	  0.916990	  0.928822	  0.947308	     
  233	 37.682642	 38.390227	 39.291577	 38.029009	     	  0.957819	  0.910747	  0.923264	  0.944215	     
  234	 38.112138	 38.587549	 39.471019	 38.390389	     	  0.959650	  0.912995	  0.925107	  0.946117	     
  235	 37.826458	 38.274553	 39.174136	 38.098890	     	  0.958457	  0.909201	  0.921943	  0.944162	     
  236	 38.387944	 38.774957	 39.697431	 38.645564	     	  0.959564	  0.914825	  0.927092	  0.946695	     
  237	 38.067938	 38.385748	 39.379286	 38.314531	     	  0.960007	  0.910728	  0.923422	  0.945696	     
  238	 38.457311	 38.777155	 39.676865	 38.692153	     	  0.960690	  0.914780	  0.926287	  0.947304	     
  239	 38.623280	 38.770481	 39.671381	 38.806413	     	  0.961996	  0.914955	  0.926105	  0.948174	     
  240	 37.027611	 37.646301	 38.642300	 37.360939	  min	  0.948648	  0.898128	  0.915875	  0.934766	     
  241	 37.241086	 37.684600	 38.799317	 37.539605	     	  0.952745	  0.900900	  0.918176	  0.938343	     
  242	 37.698383	 38.211369	 39.280365	 38.010988	     	  0.955415	  0.907163	  0.923057	  0.941980	     
  243	 37.391024	 37.725020	 38.915062	 37.667441	     	  0.953695	  0.902014	  0.919102	  0.939316	     
  244	 37.095683	 37.936224	 39.044437	 37.503295	     	  0.951151	  0.902919	  0.920054	  0.937930	     
  245	 37.527215	 37.743614	 38.971134	 37.774015	     	  0.954939	  0.902665	  0.919065	  0.940248	     
  246	 37.813693	 38.244965	 39.375436	 38.110674	     	  0.956654	  0.908572	  0.923544	  0.943122	     
  247	 37.406649	 37.713687	 38.977755	 37.684472	     	  0.954781	  0.902449	  0.918988	  0.940093	     
  248	 37.219858	 37.960811	 39.142707	 37.609275	     	  0.952868	  0.903628	  0.920271	  0.939228	     
  249	 37.340915	 37.659272	 38.925057	 37.622222	     	  0.954509	  0.900986	  0.917585	  0.939434	     
