Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame
   17	 52.301320	 55.909201	 55.000207	 53.116741	     	  0.993263	  0.997354	  0.996385	  0.994465	     
   18	 51.908046	 55.435062	 54.559664	 52.711198	     	  0.992406	  0.996937	  0.995842	  0.993734	     
   19	 51.352498	 54.707986	 54.340401	 52.175358	  min	  0.991763	  0.996828	  0.995997	  0.993312	     
   20	 51.588892	 55.247245	 53.951495	 52.371069	     	  0.992226	  0.996683	  0.995454	  0.993507	     
   21	 50.536140	 53.958862	 52.439852	 51.242116	  min	  0.990924	  0.996126	  0.994283	  0.992351	     
   22	 50.553682	 53.916180	 52.650973	 51.278240	     	  0.990722	  0.995893	  0.994154	  0.992156	     
   23	 49.965332	 53.374977	 52.256050	 50.717219	  min	  0.989994	  0.995577	  0.993784	  0.991556	     
   24	 49.903056	 53.639700	 51.058520	 50.533404	  min	  0.990168	  0.995382	  0.993211	  0.991544	     
   25	 49.563402	 52.744122	 51.417818	 50.241010	  min	  0.990001	  0.994897	  0.993010	  0.991319	     
   26	 49.754237	 52.794679	 51.477803	 50.401713	     	  0.990358	  0.994564	  0.992498	  0.991415	     
   27	 49.608511	 52.019917	 50.635033	 50.095603	  min	  0.990145	  0.994157	  0.991514	  0.991042	     
   28	 48.662708	 52.056977	 49.771685	 49.257264	  min	  0.989417	  0.993441	  0.990600	  0.990285	     
   29	 49.293207	 51.522445	 50.023753	 49.715786	     	  0.990228	  0.993433	  0.990663	  0.990834	     
   30	 48.947266	 51.591220	 50.286909	 49.503606	     	  0.989877	  0.993122	  0.990671	  0.990550	     
   31	 48.922498	 50.764626	 49.588634	 49.290827	     	  0.990947	  0.992781	  0.990210	  0.991130	     
   32	 49.317996	 51.753506	 50.220800	 49.789217	     	  0.992226	  0.992869	  0.990435	  0.992034	     
   33	 48.811118	 50.775209	 49.297629	 49.165207	  min	  0.991778	  0.992564	  0.989969	  0.991608	     
   34	 48.844924	 50.764503	 49.440060	 49.211225	     	  0.991430	  0.992106	  0.989736	  0.991260	     
   35	 48.604456	 50.479340	 49.159403	 48.959153	  min	  0.992067	  0.992237	  0.989930	  0.991739	     
   36	 49.223781	 51.226296	 49.688569	 49.578750	     	  0.993194	  0.992262	  0.990118	  0.992526	     
   37	 48.011229	 50.196818	 48.581923	 48.403808	  min	  0.992271	  0.992152	  0.990039	  0.991879	     
   38	 48.650812	 50.523967	 49.256083	 49.013276	     	  0.992555	  0.991747	  0.990146	  0.992019	     
   39	 47.974043	 49.292974	 48.179896	 48.203065	  min	  0.992404	  0.991223	  0.989645	  0.991747	     
   40	 47.958117	 49.749008	 48.400381	 48.284775	     	  0.992543	  0.990302	  0.988640	  0.991519	     
   41	 47.456179	 49.112761	 48.108618	 47.799940	  min	  0.992281	  0.990973	  0.989665	  0.991627	     
   42	 48.258289	 49.739958	 48.546618	 48.521850	     	  0.992363	  0.990750	  0.989677	  0.991647	     
   43	 46.775773	 48.035998	 47.110282	 47.018393	  min	  0.991523	  0.989778	  0.988505	  0.990729	     
   44	 47.661187	 49.208268	 47.898279	 47.924381	     	  0.992799	  0.989803	  0.988891	  0.991649	     
   45	 46.664059	 48.322970	 47.141784	 46.980519	  min	  0.991303	  0.988612	  0.987516	  0.990223	     
   46	 46.888475	 47.843877	 46.713482	 47.003150	     	  0.990665	  0.987658	  0.986813	  0.989522	     
   47	 46.710140	 47.524277	 46.436487	 46.787478	  min	  0.989391	  0.986610	  0.985863	  0.988339	     
   48	 49.625170	 50.250042	 49.409061	 49.685660	     	  0.993571	  0.991621	  0.992183	  0.993015	     
   49	 45.861211	 47.583643	 46.274361	 46.174940	  min	  0.990723	  0.988051	  0.986896	  0.989640	     
   50	 45.182447	 47.126101	 45.978908	 45.582786	  min	  0.989061	  0.986088	  0.985545	  0.987979	     
   51	 45.974200	 46.973755	 45.707629	 46.078431	     	  0.990202	  0.985794	  0.984902	  0.988584	     
   52	 46.802520	 47.969905	 46.896951	 46.992805	     	  0.990367	  0.987592	  0.987454	  0.989419	     
   53	 46.226263	 47.152324	 45.778301	 46.287037	     	  0.990387	  0.986065	  0.985172	  0.988797	     
   54	 46.803050	 47.549881	 46.388697	 46.845151	     	  0.990657	  0.986725	  0.986400	  0.989292	     
   55	 45.946370	 47.108528	 45.786922	 46.091646	     	  0.990124	  0.985764	  0.984919	  0.988529	     
   56	 46.923029	 47.632524	 46.562571	 46.969735	     	  0.990090	  0.986777	  0.986444	  0.988930	     
   57	 45.995517	 47.080619	 45.766022	 46.117977	     	  0.990086	  0.985663	  0.984883	  0.988481	     
   58	 46.861453	 47.322491	 46.126543	 46.801315	     	  0.990534	  0.986027	  0.985563	  0.988954	     
   59	 46.124107	 47.179716	 45.925233	 46.248130	     	  0.990147	  0.985835	  0.985243	  0.988611	     
   60	 46.934528	 47.468134	 46.438575	 46.930654	     	  0.990045	  0.986250	  0.986210	  0.988773	     
   61	 46.102858	 47.115843	 46.006646	 46.239353	     	  0.990213	  0.985719	  0.985571	  0.988690	     
   62	 46.740856	 47.118251	 46.031916	 46.673281	     	  0.990453	  0.985497	  0.985328	  0.988773	     
   63	 45.996373	 46.901209	 45.913623	 46.120334	     	  0.990055	  0.985169	  0.985211	  0.988433	     
   64	 46.822757	 47.326401	 46.275033	 46.804757	     	  0.989822	  0.985725	  0.985656	  0.988445	     
   65	 45.930066	 46.746564	 45.634009	 46.003679	     	  0.989907	  0.984610	  0.984433	  0.988112	     
   66	 46.629419	 46.964779	 45.832193	 46.538322	     	  0.990168	  0.984883	  0.984628	  0.988363	     
   67	 45.880517	 46.578932	 45.480400	 45.918351	     	  0.989740	  0.984232	  0.983899	  0.987849	     
   68	 46.707262	 47.164191	 46.151901	 46.680889	     	  0.989564	  0.985241	  0.985205	  0.988117	     
   69	 45.836798	 46.410646	 45.290441	 45.829361	     	  0.989665	  0.983664	  0.983261	  0.987597	     
   70	 46.493696	 46.836610	 45.808320	 46.425453	     	  0.989952	  0.984562	  0.984362	  0.988122	     
   71	 45.793520	 46.273427	 45.152279	 45.754255	     	  0.989600	  0.983400	  0.982755	  0.987426	     
   72	 46.578927	 47.002055	 46.008275	 46.544618	     	  0.989229	  0.984673	  0.984635	  0.987704	     
   73	 45.794438	 46.218723	 45.057131	 45.728381	     	  0.989438	  0.983100	  0.982442	  0.987215	     
   74	 46.400227	 46.639872	 45.711716	 46.315568	     	  0.989687	  0.983917	  0.983964	  0.987772	     
   75	 45.715941	 46.036486	 44.947464	 45.628223	     	  0.989200	  0.982631	  0.982017	  0.986908	     
   76	 46.423858	 46.814639	 45.843864	 46.382920	     	  0.988878	  0.983951	  0.984075	  0.987257	     
   77	 45.564685	 46.062665	 44.919623	 45.527356	  min	  0.989041	  0.982453	  0.981870	  0.986748	     
   78	 46.201947	 46.498381	 45.465812	 46.116843	     	  0.989280	  0.983268	  0.983090	  0.987246	     
   79	 45.423910	 46.010670	 44.881722	 45.419140	  min	  0.988667	  0.982310	  0.981622	  0.986434	     
   80	 46.262620	 46.571811	 45.623771	 46.198137	     	  0.988480	  0.983021	  0.983247	  0.986698	     
   81	 45.390333	 45.972048	 44.838041	 45.382921	  min	  0.988601	  0.981930	  0.981305	  0.986273	     
   82	 46.092026	 46.278450	 45.238034	 45.966967	     	  0.989007	  0.982464	  0.982148	  0.986773	     
   83	 45.370596	 45.806515	 44.772508	 45.333013	  min	  0.988404	  0.981511	  0.981038	  0.986028	     
   84	 46.090552	 46.320798	 45.377850	 45.999795	     	  0.988113	  0.982129	  0.982300	  0.986147	     
   85	 45.282534	 45.691442	 44.709548	 45.245649	  min	  0.988283	  0.980898	  0.980684	  0.985785	     
   86	 45.857227	 45.962417	 45.002787	 45.719378	     	  0.988574	  0.981337	  0.981243	  0.986146	     
   87	 44.996678	 45.539984	 44.582153	 45.009320	  min	  0.987918	  0.980521	  0.980225	  0.985403	     
   88	 45.877281	 46.111204	 45.131265	 45.780666	     	  0.987677	  0.981367	  0.981330	  0.985567	     
   89	 44.942262	 45.357807	 44.458996	 44.923155	  min	  0.987695	  0.979666	  0.979647	  0.985015	     
   90	 45.687161	 45.718258	 44.840912	 45.539156	     	  0.988177	  0.980387	  0.980498	  0.985599	     
   91	 44.912321	 45.192218	 44.337126	 44.855370	  min	  0.987499	  0.979099	  0.979034	  0.984688	     
   92	 45.681645	 45.842029	 44.889349	 45.564618	     	  0.987200	  0.980234	  0.980270	  0.984884	     
   93	 44.911507	 45.320378	 44.472888	 44.899637	     	  0.987114	  0.979173	  0.979260	  0.984482	     
   94	 45.730884	 45.834903	 44.958386	 45.608835	     	  0.987225	  0.980215	  0.980449	  0.984928	     
   95	 45.854353	 45.853082	 45.007058	 45.700950	     	  0.987311	  0.980274	  0.980531	  0.985008	     
   96	 47.087227	 47.230431	 46.411424	 46.989933	     	  0.991520	  0.984762	  0.985432	  0.989379	     
   97	 44.889972	 45.820277	 44.796747	 45.015636	     	  0.989357	  0.981317	  0.981235	  0.986663	     
   98	 45.637098	 45.987369	 44.998900	 45.578996	     	  0.989952	  0.981366	  0.981376	  0.987091	     
   99	 44.694863	 45.268542	 44.248416	 44.706078	  min	  0.988893	  0.979107	  0.978749	  0.985571	     
  100	 45.695408	 45.964762	 45.082294	 45.629686	     	  0.989613	  0.980904	  0.981186	  0.986757	     
  101	 44.463850	 44.901101	 43.905676	 44.434008	  min	  0.988249	  0.977328	  0.976896	  0.984536	     
  102	 44.864753	 45.091160	 44.126443	 44.768466	     	  0.988466	  0.977635	  0.977314	  0.984803	     
  103	 44.320860	 44.496683	 43.534526	 44.207404	  min	  0.987729	  0.975351	  0.974847	  0.983519	     
  104	 44.835371	 44.996550	 44.155551	 44.740141	     	  0.987992	  0.976695	  0.976926	  0.984265	     
  105	 44.151070	 44.307054	 43.328122	 44.027370	  min	  0.987220	  0.974170	  0.973386	  0.982739	     
  106	 44.609802	 44.612361	 43.683069	 44.441365	     	  0.987637	  0.975112	  0.974713	  0.983395	     
  107	 44.029321	 44.121834	 43.181842	 43.890839	  min	  0.986821	  0.973152	  0.972399	  0.982139	     
  108	 44.537530	 44.555054	 43.724139	 44.393759	     	  0.987157	  0.974265	  0.974546	  0.982906	     
  109	 43.987671	 43.976291	 43.079210	 43.820616	  min	  0.986585	  0.972114	  0.971651	  0.981684	     
  110	 44.396238	 44.279763	 43.436595	 44.201985	     	  0.986934	  0.973054	  0.973048	  0.982306	     
  111	 43.873215	 43.831076	 42.996177	 43.707386	  min	  0.986176	  0.971184	  0.971038	  0.981154	     
  112	 44.310364	 44.240767	 43.488256	 44.150794	     	  0.986334	  0.971983	  0.972955	  0.981713	     
  113	 43.804771	 43.713219	 42.885210	 43.622534	  min	  0.985779	  0.970006	  0.970157	  0.980546	     
  114	 44.174718	 43.999249	 43.205520	 43.968855	     	  0.986166	  0.970924	  0.971422	  0.981168	     
  115	 43.643494	 43.546401	 42.764630	 43.468358	  min	  0.985376	  0.968872	  0.969137	  0.979918	     
  116	 44.112295	 43.973913	 43.245952	 43.932821	     	  0.985520	  0.970201	  0.971239	  0.980586	     
  117	 43.634985	 43.481600	 42.688403	 43.437257	  min	  0.985000	  0.968383	  0.968538	  0.979487	     
  118	 43.996225	 43.794750	 43.006133	 43.781892	     	  0.985286	  0.969401	  0.969828	  0.980062	     
  119	 43.519612	 43.374097	 42.606516	 43.329794	  min	  0.984510	  0.967423	  0.967689	  0.978859	     
  120	 43.927401	 43.723783	 42.999969	 43.725124	     	  0.984573	  0.968139	  0.969402	  0.979306	     
  121	 43.465689	 43.256866	 42.497721	 43.254532	  min	  0.984106	  0.966375	  0.966815	  0.978269	     
  122	 43.801765	 43.511700	 42.765945	 43.563466	     	  0.984438	  0.967218	  0.967980	  0.978825	     
  123	 43.401717	 43.127559	 42.424203	 43.177718	  min	  0.983770	  0.965469	  0.966125	  0.977779	     
  124	 43.754601	 43.522388	 42.763405	 43.534925	     	  0.983669	  0.966495	  0.967463	  0.978106	     
  125	 43.359524	 43.069354	 42.359424	 43.128337	  min	  0.983358	  0.964755	  0.965309	  0.977249	     
  126	 43.624237	 43.305712	 42.568309	 43.377095	     	  0.983477	  0.965469	  0.966124	  0.977583	     
  127	 43.040555	 42.973501	 42.288777	 42.894966	  min	  0.982440	  0.964006	  0.964615	  0.976397	     
  128	 43.583997	 43.342718	 42.566296	 43.357517	     	  0.982687	  0.964786	  0.965538	  0.976845	     
  129	 43.057467	 42.870893	 42.201543	 42.872028	  min	  0.982139	  0.962987	  0.963623	  0.975861	     
  130	 43.511372	 43.088923	 42.403613	 43.236032	     	  0.982663	  0.963562	  0.964276	  0.976415	     
  131	 42.894515	 42.835544	 42.199950	 42.761156	  min	  0.981609	  0.962598	  0.963272	  0.975384	     
  132	 43.380918	 43.189228	 42.421617	 43.174329	     	  0.981721	  0.963282	  0.963949	  0.975685	     
  133	 42.704740	 42.750353	 42.055194	 42.596880	  min	  0.980954	  0.961638	  0.961986	  0.974573	     
  134	 43.289583	 42.942644	 42.235720	 43.038027	     	  0.981686	  0.962016	  0.962470	  0.975205	     
  135	 42.600755	 42.698176	 41.993062	 42.509075	  min	  0.980348	  0.961005	  0.961129	  0.973921	     
  136	 43.195472	 43.021531	 42.248091	 42.994188	     	  0.980673	  0.961464	  0.961964	  0.974354	     
  137	 42.599864	 42.660898	 41.927402	 42.490143	  min	  0.979953	  0.960423	  0.960236	  0.973412	     
  138	 43.094767	 42.820777	 42.088943	 42.865169	     	  0.980510	  0.960656	  0.960632	  0.973888	     
  139	 42.487511	 42.480011	 41.738810	 42.352205	  min	  0.979366	  0.958932	  0.958459	  0.972476	     
  140	 43.016071	 42.822561	 42.057292	 42.809284	     	  0.979462	  0.959605	  0.959774	  0.972871	     
  141	 42.411331	 42.504906	 41.754235	 42.309723	  min	  0.978810	  0.958617	  0.958001	  0.971977	     
  142	 43.080395	 42.937057	 42.161852	 42.889863	     	  0.979422	  0.960336	  0.960153	  0.973029	     
  143	 43.171799	 42.969126	 42.210067	 42.962902	     	  0.979537	  0.960565	  0.960290	  0.973167	     
  144	 44.193394	 44.031939	 43.277725	 44.000436	     	  0.983499	  0.967837	  0.967940	  0.978296	     
  145	 42.615258	 43.090022	 42.150134	 42.608395	     	  0.980487	  0.963637	  0.962160	  0.974624	     
  146	 43.120257	 43.317492	 42.497131	 43.041439	     	  0.980875	  0.963877	  0.963282	  0.975110	     
  147	 42.444614	 42.723262	 41.826633	 42.379403	     	  0.979609	  0.960765	  0.959120	  0.973053	     
  148	 42.949495	 43.262038	 42.555316	 42.931024	     	  0.979788	  0.962929	  0.962900	  0.974163	     
  149	 42.136147	 42.362400	 41.516292	 42.062474	  min	  0.978145	  0.957675	  0.956089	  0.971057	     
  150	 42.332355	 42.541437	 41.836753	 42.279205	     	  0.977911	  0.958089	  0.957498	  0.971205	     
  151	 41.892047	 42.051775	 41.239055	 41.801692	  min	  0.976648	  0.955085	  0.953301	  0.969163	     
  152	 42.201074	 42.598345	 41.938759	 42.219320	     	  0.976652	  0.958058	  0.957869	  0.970422	     
  153	 41.850748	 41.891106	 41.123970	 41.727358	  min	  0.976106	  0.953589	  0.951925	  0.968323	     
  154	 42.147429	 42.197907	 41.558171	 42.051673	     	  0.976374	  0.955005	  0.954557	  0.969177	     
  155	 41.725880	 41.746909	 41.012071	 41.601861	  min	  0.975140	  0.952140	  0.950369	  0.967178	     
  156	 42.012970	 42.226777	 41.582664	 41.972539	     	  0.974960	  0.954615	  0.954345	  0.968133	     
  157	 41.700815	 41.648783	 40.945705	 41.557042	  min	  0.974444	  0.950966	  0.949485	  0.966371	     
  158	 41.959330	 41.960092	 41.340638	 41.850022	     	  0.974736	  0.952609	  0.952041	  0.967266	     
  159	 41.508779	 41.615124	 40.969623	 41.431308	  min	  0.973521	  0.950158	  0.949249	  0.965582	     
  160	 41.814916	 41.999285	 41.434455	 41.778880	     	  0.973394	  0.952073	  0.952578	  0.966371	     
  161	 41.392466	 41.496907	 40.898152	 41.322967	  min	  0.972843	  0.948763	  0.948436	  0.964762	     
  162	 41.764734	 41.692640	 41.165394	 41.647114	     	  0.973314	  0.949589	  0.950206	  0.965509	     
  163	 41.318593	 41.475459	 40.960092	 41.282139	  min	  0.972104	  0.948215	  0.948886	  0.964253	     
  164	 41.698623	 41.801845	 41.359940	 41.657116	     	  0.972156	  0.949705	  0.951573	  0.964984	     
  165	 41.313470	 41.417191	 40.968667	 41.270951	  min	  0.971734	  0.947200	  0.948622	  0.963793	     
  166	 41.653589	 41.560256	 41.106453	 41.542125	     	  0.972056	  0.947766	  0.949323	  0.964219	     
  167	 41.143203	 41.400045	 41.015572	 41.163228	  min	  0.970723	  0.946971	  0.948921	  0.963131	     
  168	 41.538889	 41.720115	 41.326637	 41.532223	     	  0.970818	  0.948482	  0.951012	  0.963794	     
  169	 41.174162	 41.361808	 41.053085	 41.184319	     	  0.970318	  0.946339	  0.948831	  0.962740	     
  170	 41.488311	 41.450182	 41.091819	 41.413386	     	  0.970858	  0.946363	  0.948844	  0.963106	     
  171	 41.206238	 41.315113	 41.071326	 41.201323	     	  0.969954	  0.946014	  0.949127	  0.962493	     
  172	 41.437107	 41.563686	 41.222648	 41.421287	     	  0.969870	  0.947021	  0.950190	  0.962782	     
  173	 41.200483	 41.284194	 41.031222	 41.185560	     	  0.969461	  0.945641	  0.948613	  0.962016	     
  174	 41.410450	 41.419515	 41.043432	 41.348573	     	  0.969709	  0.945948	  0.948442	  0.962204	     
  175	 40.957122	 41.196323	 40.904268	 40.987152	  min	  0.968291	  0.944759	  0.947619	  0.960924	     
  176	 41.244139	 41.470048	 41.126755	 41.261030	     	  0.968465	  0.945933	  0.949260	  0.961509	     
  177	 40.969936	 41.079867	 40.796942	 40.958628	  min	  0.967931	  0.943520	  0.946404	  0.960274	     
  178	 41.304198	 41.278801	 40.906985	 41.231245	     	  0.968560	  0.944421	  0.947141	  0.960967	     
  179	 40.790180	 40.972399	 40.674246	 40.800351	  min	  0.966938	  0.942376	  0.945474	  0.959267	     
  180	 41.083675	 41.369833	 41.056617	 41.125507	     	  0.967096	  0.944686	  0.948586	  0.960276	     
  181	 40.640785	 40.814268	 40.547272	 40.653393	  min	  0.966083	  0.940510	  0.944059	  0.958150	     
  182	 40.852207	 41.022294	 40.716769	 40.857081	     	  0.966402	  0.941787	  0.945512	  0.958818	     
  183	 40.530957	 40.731148	 40.494745	 40.557585	  min	  0.965550	  0.939777	  0.943664	  0.957607	     
  184	 40.844854	 41.256820	 41.028645	 40.941417	     	  0.965981	  0.943282	  0.948210	  0.959236	     
  185	 40.432430	 40.674401	 40.491223	 40.481667	  min	  0.965083	  0.938899	  0.943362	  0.957099	     
  186	 40.619640	 40.994257	 40.790098	 40.708216	     	  0.965542	  0.941110	  0.946152	  0.958238	     
  187	 40.215175	 40.519210	 40.335600	 40.284459	  min	  0.964327	  0.937399	  0.942123	  0.956138	     
  188	 40.630154	 41.165662	 40.976947	 40.771964	     	  0.965093	  0.942066	  0.947582	  0.958336	     
  189	 40.395125	 40.641290	 40.513047	 40.454809	     	  0.965034	  0.938184	  0.943366	  0.956948	     
  190	 40.606226	 41.166946	 41.035485	 40.764882	     	  0.965287	  0.941853	  0.947907	  0.958485	     
  191	 40.779527	 41.092213	 40.958511	 40.859771	     	  0.966306	  0.941085	  0.946912	  0.958870	     
  192	 40.387596	 40.855135	 40.830866	 40.534149	     	  0.963913	  0.940120	  0.946028	  0.956967	     
  193	 39.837677	 40.399086	 40.405613	 40.017864	  min	  0.962873	  0.936646	  0.942318	  0.955076	     
  194	 40.113917	 40.844556	 40.937785	 40.357792	     	  0.963620	  0.940146	  0.946533	  0.956860	     
  195	 39.534960	 40.282166	 40.344302	 39.779177	  min	  0.961578	  0.935270	  0.941436	  0.953836	     
  196	 39.557038	 40.640955	 40.768156	 39.906774	     	  0.961165	  0.937677	  0.945015	  0.954559	     
  197	 39.418645	 40.130594	 40.236134	 39.658800	  min	  0.961713	  0.933181	  0.939789	  0.953304	     
  198	 39.897041	 40.504998	 40.652098	 40.112356	     	  0.963384	  0.936219	  0.943385	  0.955524	     
  199	 39.083220	 39.990785	 40.140631	 39.386489	  min	  0.960603	  0.931192	  0.938783	  0.952065	     
  200	 39.404296	 40.340484	 40.535979	 39.722043	     	  0.960823	  0.933821	  0.942679	  0.953298	     
  201	 39.005082	 39.824540	 40.037180	 39.291918	  min	  0.959944	  0.928648	  0.936809	  0.950872	     
  202	 39.556008	 39.991148	 40.258221	 39.736791	     	  0.961823	  0.929999	  0.938981	  0.952712	     
  203	 38.976648	 39.763811	 40.017546	 39.259941	  min	  0.959815	  0.928087	  0.936983	  0.950722	     
  204	 39.326102	 40.135351	 40.488530	 39.629487	     	  0.960508	  0.931333	  0.941610	  0.952496	     
  205	 38.920451	 39.740614	 40.106631	 39.228695	  min	  0.959903	  0.927431	  0.937044	  0.950681	     
  206	 39.477294	 39.894003	 40.266997	 39.667987	     	  0.961837	  0.928647	  0.938698	  0.952449	     
  207	 38.898695	 39.721489	 40.090031	 39.208030	  min	  0.959870	  0.927508	  0.937500	  0.950748	     
  208	 39.242484	 40.008589	 40.436161	 39.543696	     	  0.960473	  0.929810	  0.940660	  0.952060	     
  209	 39.019920	 39.753985	 40.229261	 39.318439	     	  0.960649	  0.928014	  0.938052	  0.951444	     
  210	 39.321335	 39.847905	 40.285837	 39.554273	     	  0.961738	  0.928166	  0.938593	  0.952285	     
  211	 39.128458	 39.696611	 40.203019	 39.383202	     	  0.960909	  0.927688	  0.938545	  0.951645	     
  212	 39.172607	 39.803593	 40.290668	 39.443025	     	  0.960315	  0.927811	  0.938976	  0.951341	     
  213	 38.965750	 39.580423	 40.245620	 39.255482	     	  0.960143	  0.926729	  0.938040	  0.950890	     
  214	 39.169584	 39.613237	 40.186873	 39.396874	     	  0.960983	  0.925756	  0.937205	  0.951149	     
  215	 38.757830	 39.312180	 40.025594	 39.036574	  min	  0.959108	  0.923629	  0.935659	  0.949287	     
  216	 38.648575	 39.288976	 39.927648	 38.942170	  min	  0.958030	  0.921616	  0.934027	  0.947961	     
  217	 38.763052	 39.166964	 39.969602	 39.009788	     	  0.959231	  0.921557	  0.933955	  0.948739	     
  218	 39.045652	 39.344520	 39.985263	 39.238841	     	  0.960575	  0.922064	  0.933606	  0.949662	     
  219	 38.396711	 39.005836	 39.766037	 38.697346	  min	  0.957677	  0.919403	  0.931283	  0.946899	     
  220	 38.438817	 39.001072	 39.686099	 38.716071	     	  0.957076	  0.917619	  0.929864	  0.945965	     
  221	 38.209682	 38.826057	 39.643717	 38.519822	  min	  0.957485	  0.916788	  0.929140	  0.945978	     
  222	 38.788587	 39.062623	 39.757744	 38.981858	     	  0.960019	  0.918310	  0.929927	  0.948052	     
  223	 37.865544	 38.660282	 39.446493	 38.221656	  min	  0.955919	  0.914268	  0.926732	  0.944112	     
  224	 38.196890	 38.779474	 39.508789	 38.485876	     	  0.956194	  0.914066	  0.926835	  0.944280	     
  225	 37.683970	 38.432847	 39.284421	 38.035584	  min	  0.955138	  0.910810	  0.924124	  0.942581	     
  226	 38.210778	 38.652729	 39.433139	 38.465718	     	  0.957577	  0.913108	  0.925682	  0.944850	     
  227	 37.465829	 38.311851	 39.156230	 37.843261	  min	  0.954338	  0.909242	  0.922731	  0.941554	     
  228	 38.069439	 38.689416	 39.474440	 38.376391	     	  0.956206	  0.913192	  0.926018	  0.944006	     
  229	 37.395650	 38.194830	 39.109415	 37.768907	  min	  0.954716	  0.907944	  0.921422	  0.941372	     
  230	 38.043389	 38.382049	 39.277787	 38.283272	     	  0.957475	  0.910254	  0.923437	  0.943932	     
  231	 37.345967	 38.157376	 39.077406	 37.723230	  min	  0.954454	  0.907517	  0.921196	  0.941088	     
  232	 38.050906	 38.600109	 39.504708	 38.353077	     	  0.956499	  0.912500	  0.925859	  0.944059	     
  233	 37.393616	 38.072449	 39.051381	 37.741609	     	  0.955018	  0.906408	  0.920306	  0.941131	     
  234	 37.773991	 38.265403	 39.199014	 38.063329	     	  0.956891	  0.908614	  0.922082	  0.943043	     
  235	 37.466597	 37.966437	 38.934391	 37.762741	     	  0.955438	  0.905034	  0.919013	  0.940966	     
  236	 37.978270	 38.464320	 39.398761	 38.266173	     	  0.956733	  0.910636	  0.924147	  0.943619	     
  237	 37.710984	 38.071895	 39.104894	 37.975312	     	  0.957205	  0.906628	  0.920418	  0.942644	     
  238	 38.087385	 38.478691	 39.375212	 38.342860	     	  0.958121	  0.910825	  0.923368	  0.944446	     
  239	 38.300344	 38.479164	 39.366836	 38.491285	     	  0.959778	  0.911202	  0.923285	  0.945600	     
  240	 37.026966	 37.647322	 38.643270	 37.360755	  min	  0.948648	  0.898150	  0.915895	  0.934773	     
  241	 37.169865	 37.630523	 38.748284	 37.473657	     	  0.952059	  0.899897	  0.917388	  0.937587	     
  242	 37.614700	 38.124889	 39.202560	 37.927590	     	  0.954605	  0.905725	  0.922077	  0.941037	     
  243	 37.297059	 37.648933	 38.844948	 37.579388	     	  0.952773	  0.900628	  0.918126	  0.938307	     
  244	 37.016738	 37.870908	 38.979736	 37.428067	     	  0.950324	  0.901793	  0.919312	  0.937067	     
  245	 37.406620	 37.650924	 38.889293	 37.662980	     	  0.953794	  0.901041	  0.917932	  0.939025	     
  246	 37.684714	 38.134912	 39.273990	 37.988170	     	  0.955450	  0.906781	  0.922403	  0.941831	     
  247	 37.270730	 37.610585	 38.887833	 37.559642	     	  0.953428	  0.900672	  0.917880	  0.938711	     
  248	 37.090224	 37.857408	 39.043626	 37.487232	     	  0.951532	  0.901955	  0.919327	  0.937902	     
  249	 37.039591	 37.424268	 38.735812	 37.345505	  min	  0.951968	  0.897322	  0.915404	  0.936766	     
