Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame 
 2020	 48.313839	 48.744971	 49.810744	 48.602669	     	  0.986026	  0.985651	  0.987534	  0.986215	     
 2021	 48.239477	 48.693905	 49.591893	 48.513539	     	  0.986059	  0.985609	  0.987407	  0.986209	     
 2022	 48.282094	 48.718735	 49.713271	 48.563460	     	  0.985989	  0.985582	  0.987420	  0.986160	     
 2023	 48.182195	 48.659932	 49.515169	 48.457440	     	  0.985895	  0.985497	  0.987311	  0.986064	     
 2024	 48.258147	 48.694925	 49.745799	 48.546717	     	  0.985932	  0.985532	  0.987444	  0.986117	     
 2025	 48.202667	 48.643733	 49.569176	 48.476419	     	  0.985954	  0.985472	  0.987357	  0.986108	     
 2026	 48.256420	 48.683493	 49.717977	 48.540118	     	  0.985958	  0.985518	  0.987439	  0.986131	     
 2027	 48.204633	 48.651358	 49.629976	 48.486872	     	  0.985926	  0.985480	  0.987385	  0.986095	     
 2028	 48.226931	 48.666893	 49.726497	 48.517519	     	  0.985886	  0.985483	  0.987424	  0.986075	     
 2029	 48.218831	 48.680193	 49.652538	 48.504487	     	  0.985934	  0.985532	  0.987406	  0.986112	     
 2030	 48.257536	 48.689015	 49.736428	 48.544144	     	  0.985959	  0.985524	  0.987450	  0.986135	     
 2031	 48.226680	 48.688272	 49.696359	 48.516959	     	  0.985951	  0.985525	  0.987420	  0.986124	     
 2032	 48.233700	 48.686748	 49.726557	 48.525546	     	  0.985910	  0.985497	  0.987423	  0.986093	     
 2033	 48.244082	 48.678748	 49.755725	 48.535338	     	  0.985953	  0.985512	  0.987449	  0.986129	     
 2034	 48.260030	 48.684806	 49.756517	 48.547781	     	  0.985976	  0.985523	  0.987451	  0.986146	     
 2035	 48.226517	 48.677607	 49.744572	 48.521225	     	  0.985929	  0.985524	  0.987456	  0.986116	     
 2036	 48.230549	 48.680288	 49.751964	 48.525462	     	  0.985899	  0.985514	  0.987449	  0.986093	     
 2037	 48.221987	 48.671028	 49.743284	 48.516773	     	  0.985923	  0.985511	  0.987445	  0.986108	     
 2038	 48.244097	 48.672650	 49.740298	 48.532421	     	  0.985947	  0.985515	  0.987428	  0.986122	     
 2039	 48.214450	 48.654088	 49.737701	 48.507967	     	  0.985915	  0.985484	  0.987443	  0.986098	     
 2040	 48.220772	 48.661996	 49.746102	 48.514806	     	  0.985875	  0.985493	  0.987432	  0.986071	     
 2041	 48.209122	 48.652945	 49.735058	 48.503650	     	  0.985890	  0.985496	  0.987428	  0.986080	     
 2042	 48.223482	 48.653238	 49.731363	 48.513473	     	  0.985883	  0.985495	  0.987413	  0.986073	     
 2043	 48.184756	 48.638579	 49.720211	 48.482087	     	  0.985841	  0.985460	  0.987405	  0.986038	     
 2044	 48.200498	 48.641320	 49.732065	 48.495250	     	  0.985799	  0.985441	  0.987405	  0.986007	     
 2045	 48.183927	 48.631006	 49.723232	 48.480656	     	  0.985847	  0.985462	  0.987421	  0.986045	     
 2046	 48.205061	 48.627012	 49.717470	 48.494361	     	  0.985851	  0.985433	  0.987392	  0.986038	     
 2047	 48.168853	 48.616834	 49.715140	 48.466601	     	  0.985802	  0.985429	  0.987399	  0.986006	     
 2048	 48.188034	 48.630113	 49.718423	 48.482840	     	  0.985760	  0.985436	  0.987383	  0.985977	     
 2049	 48.162049	 48.611169	 49.706329	 48.459729	     	  0.985798	  0.985433	  0.987395	  0.986003	     
 2050	 48.187720	 48.601056	 49.708425	 48.476668	     	  0.985813	  0.985403	  0.987395	  0.986008	     
 2051	 48.142878	 48.591097	 49.690248	 48.440799	     	  0.985773	  0.985388	  0.987356	  0.985972	     
 2052	 48.169534	 48.606465	 49.698570	 48.463341	     	  0.985704	  0.985388	  0.987357	  0.985926	     
 2053	 48.110800	 48.577668	 49.667585	 48.412895	     	  0.985744	  0.985378	  0.987336	  0.985948	     
 2054	 48.131977	 48.566040	 49.672840	 48.426802	     	  0.985752	  0.985341	  0.987335	  0.985948	     
 2055	 48.002212	 48.540546	 49.641694	 48.325961	     	  0.985631	  0.985340	  0.987318	  0.985864	     
 2056	 48.108883	 48.573557	 49.680410	 48.412463	     	  0.985577	  0.985359	  0.987362	  0.985838	     
 2057	 47.820356	 48.443038	 49.573741	 48.171281	     	  0.985558	  0.985217	  0.987355	  0.985801	     
 2058	 47.490760	 48.258080	 49.383745	 47.880708	     	  0.984850	  0.984784	  0.987021	  0.985201	     
 2059	 46.955839	 47.995937	 49.104430	 47.416018	     	  0.984273	  0.984486	  0.986800	  0.984729	     
 2060	 47.696550	 48.202714	 49.355664	 48.017589	     	  0.984674	  0.984529	  0.986891	  0.985020	     
 2061	 47.130615	 48.011200	 49.160751	 47.553691	     	  0.984102	  0.984363	  0.986747	  0.984586	     
 2062	 47.625311	 48.134382	 49.295569	 47.948178	     	  0.984351	  0.984325	  0.986713	  0.984740	     
 2063	 47.568012	 48.178566	 49.294956	 47.913838	     	  0.983839	  0.984372	  0.986633	  0.984393	     
 2064	 49.470111	 49.617937	 50.685942	 49.675878	     	  0.988316	  0.987395	  0.988738	  0.988233	     
 2065	 48.097384	 49.274304	 50.214108	 48.573622	     	  0.985419	  0.986998	  0.988289	  0.986161	     
 2066	 48.272950	 49.263938	 50.271480	 48.708745	     	  0.985521	  0.986910	  0.988351	  0.986224	     
 2067	 48.039544	 49.183537	 50.222088	 48.518557	     	  0.985062	  0.986922	  0.988337	  0.985918	     
 2068	 48.232251	 49.265624	 50.320706	 48.684614	     	  0.985161	  0.986853	  0.988339	  0.985973	     
 2069	 48.164355	 49.206626	 50.258826	 48.618702	     	  0.985351	  0.986929	  0.988374	  0.986118	     
 2070	 48.286175	 49.246541	 50.305723	 48.719902	     	  0.985454	  0.986946	  0.988386	  0.986191	     
 2071	 48.145239	 49.204619	 50.252937	 48.603583	     	  0.985350	  0.986931	  0.988362	  0.986116	     
 2072	 48.256169	 49.260264	 50.317753	 48.701174	     	  0.985177	  0.986857	  0.988360	  0.985988	     
 2073	 48.092445	 49.174877	 50.200473	 48.554164	     	  0.985106	  0.986909	  0.988349	  0.985947	     
 2074	 48.162036	 49.205907	 50.222657	 48.612736	     	  0.985064	  0.986865	  0.988308	  0.985905	     
 2075	 47.898940	 49.082774	 50.081864	 48.383671	     	  0.984581	  0.986788	  0.988205	  0.985553	     
 2076	 48.017829	 49.098354	 50.133543	 48.480149	     	  0.984460	  0.986575	  0.988120	  0.985422	     
 2077	 47.747343	 48.950047	 49.995694	 48.242077	     	  0.984283	  0.986555	  0.988098	  0.985298	     
 2078	 47.892191	 48.993585	 50.000600	 48.356687	     	  0.984389	  0.986454	  0.988001	  0.985335	     
 2079	 47.813266	 48.909306	 49.956295	 48.280929	     	  0.984703	  0.986441	  0.987972	  0.985537	     
 2080	 47.953124	 48.988427	 49.963048	 48.396716	     	  0.984498	  0.986337	  0.987819	  0.985358	     
 2081	 47.721233	 48.861265	 49.866906	 48.195513	     	  0.984576	  0.986454	  0.987873	  0.985439	     
 2082	 47.892133	 48.924607	 49.862460	 48.330694	     	  0.984641	  0.986382	  0.987795	  0.985457	     
 2083	 47.659434	 48.819901	 49.752670	 48.130646	     	  0.984674	  0.986371	  0.987849	  0.985486	     
 2084	 48.127573	 48.945760	 49.957379	 48.517745	     	  0.985091	  0.986319	  0.987856	  0.985756	     
 2085	 47.821413	 48.834644	 49.757930	 48.253200	     	  0.985146	  0.986360	  0.987810	  0.985792	     
 2086	 47.970842	 48.857292	 49.796509	 48.370758	     	  0.985023	  0.986157	  0.987689	  0.985657	     
 2087	 47.920349	 48.830213	 49.778205	 48.327600	     	  0.985316	  0.986260	  0.987777	  0.985884	     
 2088	 48.114081	 48.907162	 49.841143	 48.488041	     	  0.985318	  0.986204	  0.987698	  0.985862	     
 2089	 47.944173	 48.874816	 49.810473	 48.355510	     	  0.985300	  0.986374	  0.987855	  0.985905	     
 2090	 47.946402	 48.882818	 49.807058	 48.357919	     	  0.984848	  0.986247	  0.987707	  0.985558	     
 2091	 47.864590	 48.833875	 49.741439	 48.282878	     	  0.984954	  0.986271	  0.987744	  0.985638	     
 2092	 47.966165	 48.862663	 49.812237	 48.370022	     	  0.984679	  0.986093	  0.987594	  0.985401	     
 2093	 47.861754	 48.860978	 49.798009	 48.291465	     	  0.984762	  0.986242	  0.987808	  0.985516	     
 2094	 47.910428	 48.899345	 49.884923	 48.343117	     	  0.984518	  0.986196	  0.987776	  0.985341	     
 2095	 47.831489	 48.860264	 49.815199	 48.271077	     	  0.984575	  0.986215	  0.987754	  0.985378	     
 2096	 47.973503	 48.892711	 49.831280	 48.382130	     	  0.984603	  0.986123	  0.987634	  0.985361	     
 2097	 47.880759	 48.828806	 49.726340	 48.292188	     	  0.985001	  0.986219	  0.987723	  0.985658	     
 2098	 47.900211	 48.799088	 49.728421	 48.302282	     	  0.984774	  0.985999	  0.987547	  0.985440	     
 2099	 47.783631	 48.665405	 49.651801	 48.187929	     	  0.984903	  0.985913	  0.987544	  0.985511	     
 2100	 47.996490	 48.759006	 49.825001	 48.378053	     	  0.984760	  0.985814	  0.987467	  0.985387	     
 2101	 47.733034	 48.596857	 49.607684	 48.135417	     	  0.984784	  0.985776	  0.987470	  0.985397	     
 2102	 47.597772	 48.480186	 49.456581	 48.001050	     	  0.984179	  0.985494	  0.987214	  0.984904	     
 2103	 47.689173	 48.547125	 49.527331	 48.086327	     	  0.984671	  0.985686	  0.987469	  0.985306	     
 2104	 47.937415	 48.640369	 49.756066	 48.308656	     	  0.984665	  0.985650	  0.987507	  0.985303	     
 2105	 47.582255	 48.505693	 49.530325	 48.002191	     	  0.984322	  0.985670	  0.987460	  0.985070	     
 2106	 47.688548	 48.608999	 49.690572	 48.114331	     	  0.983884	  0.985580	  0.987409	  0.984754	     
 2107	 47.613134	 48.548139	 49.683786	 48.048983	     	  0.983911	  0.985584	  0.987441	  0.984778	     
 2108	 47.587218	 48.555967	 49.605131	 48.021992	     	  0.983261	  0.985306	  0.987125	  0.984246	     
 2109	 47.745799	 48.595589	 49.652966	 48.149923	     	  0.984217	  0.985512	  0.987331	  0.984952	     
 2110	 47.730978	 48.661532	 49.746540	 48.159830	     	  0.983607	  0.985493	  0.987336	  0.984543	     
 2111	 47.822952	 48.690349	 49.797468	 48.237611	     	  0.983847	  0.985567	  0.987411	  0.984728	     
 2112	 49.360809	 49.624632	 50.663699	 49.597403	     	  0.987999	  0.987498	  0.988701	  0.988033	     
 2113	 48.877250	 49.508560	 50.493535	 49.212744	     	  0.987232	  0.987355	  0.988576	  0.987476	     
 2114	 48.895602	 49.511196	 50.483255	 49.225084	     	  0.987180	  0.987369	  0.988561	  0.987442	     
 2115	 48.836486	 49.486721	 50.455237	 49.175227	     	  0.987126	  0.987328	  0.988542	  0.987396	     
 2116	 48.865646	 49.513430	 50.492164	 49.204970	     	  0.987059	  0.987342	  0.988537	  0.987353	     
 2117	 48.780180	 49.490362	 50.463371	 49.136130	     	  0.987067	  0.987354	  0.988554	  0.987363	     
 2118	 48.837748	 49.499251	 50.452505	 49.177739	     	  0.987112	  0.987365	  0.988537	  0.987392	     
 2119	 48.776171	 49.491657	 50.448575	 49.131610	     	  0.987054	  0.987361	  0.988522	  0.987350	     
 2120	 48.820188	 49.495246	 50.470846	 49.166722	     	  0.986972	  0.987364	  0.988548	  0.987300	     
 2121	 48.756523	 49.474204	 50.444791	 49.114248	     	  0.987015	  0.987356	  0.988537	  0.987325	     
 2122	 48.778480	 49.480886	 50.419686	 49.128060	     	  0.987002	  0.987368	  0.988506	  0.987314	     
 2123	 48.723814	 49.467326	 50.404061	 49.084506	     	  0.986955	  0.987341	  0.988495	  0.987276	     
 2124	 48.779577	 49.476750	 50.418451	 49.128063	     	  0.986860	  0.987356	  0.988520	  0.987219	     
 2125	 48.724064	 49.454285	 50.377503	 49.079420	     	  0.986964	  0.987356	  0.988520	  0.987289	     
 2126	 48.762134	 49.443743	 50.352420	 49.102180	     	  0.986989	  0.987324	  0.988462	  0.987290	     
 2127	 48.673179	 49.419858	 50.335170	 49.032104	     	  0.986896	  0.987294	  0.988490	  0.987228	     
 2128	 48.722240	 49.447961	 50.366948	 49.075827	     	  0.986697	  0.987336	  0.988474	  0.987100	     
 2129	 48.617558	 49.360698	 50.204239	 48.966576	     	  0.986762	  0.987261	  0.988384	  0.987116	     
 2130	 48.664377	 49.381979	 50.290117	 49.014370	     	  0.986644	  0.987281	  0.988438	  0.987049	     
 2131	 48.478648	 49.319990	 50.162751	 48.854603	     	  0.986419	  0.987214	  0.988338	  0.986871	     
 2132	 48.599892	 49.376975	 50.313735	 48.969813	     	  0.986348	  0.987215	  0.988434	  0.986840	     
 2133	 48.379363	 49.249368	 50.093012	 48.763234	     	  0.986085	  0.987143	  0.988334	  0.986636	     
 2134	 48.484922	 49.314760	 50.229525	 48.866565	     	  0.986122	  0.987172	  0.988391	  0.986675	     
 2135	 48.258544	 49.214823	 50.054642	 48.665225	     	  0.985732	  0.987104	  0.988264	  0.986383	     
 2136	 48.307960	 49.272604	 50.207657	 48.728281	     	  0.985399	  0.987046	  0.988254	  0.986149	     
 2137	 48.204563	 49.181531	 50.060112	 48.621434	     	  0.985492	  0.987023	  0.988255	  0.986207	     
 2138	 48.293516	 49.212404	 50.145144	 48.701361	     	  0.985525	  0.986956	  0.988239	  0.986216	     
 2139	 48.137998	 49.144269	 50.043007	 48.565045	     	  0.985287	  0.986945	  0.988222	  0.986053	     
 2140	 48.140673	 49.161644	 50.115327	 48.578066	     	  0.984751	  0.986783	  0.988091	  0.985646	     
 2141	 48.124671	 49.121488	 50.047446	 48.552440	     	  0.985183	  0.986917	  0.988210	  0.985976	     
 2142	 48.266920	 49.168341	 50.145344	 48.675366	     	  0.985340	  0.986862	  0.988221	  0.986074	     
 2143	 48.094372	 49.077301	 50.050560	 48.524040	     	  0.985100	  0.986833	  0.988181	  0.985902	     
 2144	 48.038531	 49.098878	 50.068834	 48.488122	     	  0.984338	  0.986643	  0.987975	  0.985328	     
 2145	 48.125985	 49.080678	 50.055216	 48.548331	     	  0.985102	  0.986771	  0.988164	  0.985890	     
 2146	 48.130950	 49.127659	 50.140192	 48.568828	     	  0.984768	  0.986737	  0.988159	  0.985661	     
 2147	 48.092628	 49.077749	 50.051029	 48.522877	     	  0.984966	  0.986708	  0.988093	  0.985778	     
 2148	 47.992895	 49.107335	 50.125075	 48.461975	     	  0.984093	  0.986665	  0.988074	  0.985185	     
 2149	 48.073532	 49.111743	 50.115115	 48.521214	     	  0.984579	  0.986701	  0.988111	  0.985521	     
 2150	 48.146988	 49.117511	 50.147383	 48.579992	     	  0.984682	  0.986705	  0.988136	  0.985595	     
 2151	 48.121324	 49.115398	 50.150570	 48.561133	     	  0.984670	  0.986704	  0.988144	  0.985588	     
 2152	 48.098349	 49.131371	 50.173934	 48.549187	     	  0.984424	  0.986696	  0.988163	  0.985426	     
 2153	 48.016068	 49.121793	 50.149956	 48.484089	     	  0.984312	  0.986696	  0.988131	  0.985346	     
 2154	 43.301910	 43.594306	 45.236894	 43.620690	     	  0.976573	  0.970693	  0.971415	  0.974734	     
 2155	 44.523777	 43.202594	 44.857297	 44.324561	     	  0.978794	  0.967648	  0.968802	  0.975271	     
 2156	 44.094156	 43.797909	 45.311155	 44.221808	     	  0.977485	  0.971073	  0.971560	  0.975429	     
 2157	 45.360574	 45.045514	 46.360173	 45.455970	     	  0.981836	  0.976956	  0.976281	  0.980097	     
 2158	 45.878443	 45.305539	 46.597361	 45.886810	     	  0.982219	  0.977115	  0.976430	  0.980403	     
 2159	 45.457304	 45.150308	 46.562600	 45.568336	     	  0.981627	  0.976842	  0.976433	  0.979964	     
 2160	 49.492838	 49.274271	 49.892420	 49.519183	     	  0.989608	  0.988979	  0.987518	  0.989155	     
 2161	 47.843234	 48.665822	 49.546207	 48.218697	     	  0.988179	  0.988376	  0.987133	  0.988038	     
 2162	 47.369377	 48.291699	 49.377656	 47.796163	     	  0.987559	  0.987724	  0.986662	  0.987437	     
 2163	 46.725745	 47.847808	 49.153684	 47.228541	     	  0.986820	  0.987006	  0.986183	  0.986745	     
 2164	 46.522973	 47.542515	 49.054754	 47.021757	     	  0.986034	  0.986200	  0.985771	  0.986018	     
 2165	 46.310164	 47.254801	 48.796753	 46.793066	     	  0.986157	  0.985884	  0.985428	  0.985990	     
 2166	 46.467665	 47.102924	 48.700491	 46.875705	     	  0.986016	  0.985330	  0.985022	  0.985736	     
 2167	 46.148738	 46.879695	 48.555246	 46.590521	     	  0.985594	  0.984903	  0.984705	  0.985330	     
 2168	 46.159734	 46.799636	 48.528264	 46.583164	     	  0.984935	  0.984325	  0.984313	  0.984730	     
 2169	 46.119523	 46.665145	 48.336142	 46.511490	     	  0.985282	  0.984220	  0.984038	  0.984897	     
 2170	 46.346223	 46.665617	 48.317824	 46.673714	     	  0.985178	  0.983930	  0.983802	  0.984741	     
 2171	 46.210683	 46.559827	 48.184321	 46.543360	     	  0.985119	  0.983763	  0.983569	  0.984635	     
 2172	 46.373460	 46.561321	 48.210617	 46.663231	     	  0.984576	  0.983317	  0.983290	  0.984152	     
 2173	 46.171334	 46.465297	 48.072569	 46.486486	     	  0.984800	  0.983421	  0.983160	  0.984297	     
 2174	 46.325555	 46.457049	 48.066804	 46.594378	     	  0.984639	  0.983117	  0.982964	  0.984106	     
 2175	 46.169771	 46.356613	 47.989859	 46.457372	     	  0.984634	  0.983041	  0.982849	  0.984071	     
 2176	 46.282076	 46.318330	 47.978859	 46.529082	     	  0.984057	  0.982483	  0.982523	  0.983539	     
 2177	 46.141683	 46.299220	 47.927872	 46.420292	     	  0.984587	  0.982824	  0.982642	  0.983969	     
 2178	 46.281804	 46.325544	 47.942792	 46.525830	     	  0.984367	  0.982610	  0.982455	  0.983755	     
 2179	 46.152579	 46.245832	 47.884634	 46.413708	     	  0.984489	  0.982592	  0.982434	  0.983830	     
 2180	 46.229480	 46.235905	 47.898208	 46.467899	     	  0.983715	  0.982104	  0.982137	  0.983183	     
 2181	 46.160014	 46.272684	 47.876947	 46.422701	     	  0.984476	  0.982528	  0.982351	  0.983797	     
 2182	 46.271367	 46.316647	 47.920706	 46.514259	     	  0.984245	  0.982478	  0.982327	  0.983631	     
 2183	 46.173339	 46.254715	 47.867238	 46.427861	     	  0.984323	  0.982384	  0.982266	  0.983657	     
 2184	 46.265618	 46.234806	 47.892312	 46.492413	     	  0.983573	  0.981986	  0.982092	  0.983061	     
 2185	 46.181251	 46.266305	 47.841525	 46.432373	     	  0.984248	  0.982314	  0.982110	  0.983570	     
 2186	 46.357848	 46.319710	 47.884064	 46.571094	     	  0.984369	  0.982338	  0.982109	  0.983654	     
 2187	 46.167083	 46.249367	 47.837921	 46.418997	     	  0.984101	  0.982236	  0.982053	  0.983449	     
 2188	 46.241193	 46.222782	 47.874158	 46.470936	     	  0.983499	  0.981943	  0.981983	  0.982987	     
 2189	 46.239826	 46.344087	 47.894826	 46.493632	     	  0.984175	  0.982475	  0.982220	  0.983566	     
 2190	 46.385466	 46.458189	 47.957459	 46.623724	     	  0.984287	  0.982667	  0.982283	  0.983683	     
 2191	 46.271215	 46.454076	 47.921289	 46.537882	     	  0.984166	  0.982705	  0.982252	  0.983603	     
 2192	 46.443897	 46.517355	 47.994939	 46.679708	     	  0.983777	  0.982588	  0.982218	  0.983319	     
 2193	 45.543308	 46.248693	 47.859306	 45.971417	     	  0.982697	  0.982014	  0.981803	  0.982434	     
 2194	 46.628303	 46.936612	 48.725791	 46.968120	     	  0.981885	  0.980788	  0.985790	  0.982353	     
 2195	 46.690204	 46.946525	 48.765556	 47.018788	     	  0.981990	  0.980842	  0.985810	  0.982435	     
 2196	 46.850015	 46.987222	 48.831443	 47.147661	     	  0.982310	  0.980886	  0.985845	  0.982662	     
 2197	 47.012816	 47.004982	 48.864547	 47.270252	     	  0.982977	  0.981231	  0.986063	  0.983201	     
 2198	 47.149879	 47.036553	 48.885448	 47.374925	     	  0.983185	  0.981344	  0.986129	  0.983368	     
 2199	 47.108407	 47.004491	 48.862058	 47.337272	     	  0.983209	  0.981242	  0.986083	  0.983360	     
 2200	 47.240491	 47.022874	 48.885618	 47.435864	     	  0.983299	  0.981178	  0.986089	  0.983411	     
 2201	 47.264206	 47.068001	 48.876895	 47.459607	     	  0.983666	  0.981570	  0.986244	  0.983746	     
 2202	 47.357054	 47.146657	 48.947448	 47.547178	     	  0.983700	  0.981710	  0.986299	  0.983801	     
 2203	 47.273261	 47.113138	 48.885080	 47.475116	     	  0.983593	  0.981686	  0.986268	  0.983721	     
 2204	 47.422251	 47.232427	 49.012223	 47.616076	     	  0.983531	  0.981643	  0.986158	  0.983654	     
 2205	 47.334853	 47.228328	 48.958624	 47.547810	     	  0.983499	  0.981861	  0.986260	  0.983686	     
 2206	 47.480645	 47.298348	 49.039267	 47.672038	     	  0.983445	  0.981784	  0.986122	  0.983614	     
 2207	 47.554352	 47.336311	 49.072460	 47.734289	     	  0.983576	  0.981863	  0.986142	  0.983718	     
 2208	 50.035226	 50.137864	 51.031120	 50.203683	     	  0.989249	  0.988833	  0.989591	  0.989237	     
 2209	 49.174363	 49.911137	 50.714932	 49.516606	     	  0.987687	  0.988615	  0.989426	  0.988132	     
 2210	 49.176433	 49.936659	 50.796964	 49.532278	     	  0.987357	  0.988486	  0.989353	  0.987878	     
 2211	 49.043051	 49.894809	 50.740036	 49.422151	     	  0.987281	  0.988476	  0.989297	  0.987816	     
 2212	 49.159488	 49.953745	 50.824074	 49.525952	     	  0.987159	  0.988442	  0.989263	  0.987723	     
 2213	 49.099252	 49.924930	 50.800324	 49.474946	     	  0.987354	  0.988470	  0.989308	  0.987866	     
 2214	 49.122259	 49.930277	 50.808945	 49.493526	     	  0.987266	  0.988448	  0.989300	  0.987802	     
 2215	 49.065543	 49.929377	 50.792601	 49.450136	     	  0.987203	  0.988460	  0.989283	  0.987759	     
 2216	 49.085004	 49.951731	 50.812719	 49.470110	     	  0.987008	  0.988477	  0.989287	  0.987633	     
 2217	 49.150756	 49.943063	 50.829857	 49.518718	     	  0.987323	  0.988478	  0.989327	  0.987850	     
 2218	 49.217775	 49.949502	 50.831089	 49.568381	     	  0.987401	  0.988492	  0.989307	  0.987901	     
 2219	 49.171725	 49.948967	 50.822657	 49.533926	     	  0.987342	  0.988500	  0.989293	  0.987860	     
 2220	 49.216691	 49.971065	 50.845841	 49.572719	     	  0.987296	  0.988488	  0.989301	  0.987829	     
 2221	 49.207262	 49.965271	 50.835350	 49.563710	     	  0.987520	  0.988541	  0.989336	  0.987993	     
 2222	 49.277556	 49.955390	 50.829014	 49.612150	     	  0.987625	  0.988511	  0.989324	  0.988056	     
 2223	 49.244534	 49.919160	 50.776102	 49.576124	     	  0.987716	  0.988509	  0.989322	  0.988116	     
 2224	 49.307496	 49.984523	 50.870629	 49.643434	     	  0.987577	  0.988528	  0.989360	  0.988033	     
 2225	 49.250848	 49.907427	 50.733350	 49.573423	     	  0.987788	  0.988491	  0.989291	  0.988156	     
 2226	 49.257025	 49.941716	 50.801408	 49.591782	     	  0.987613	  0.988510	  0.989323	  0.988047	     
 2227	 49.147714	 49.908058	 50.749120	 49.501190	     	  0.987518	  0.988479	  0.989283	  0.987972	     
 2228	 49.220122	 49.955402	 50.841976	 49.572334	     	  0.987334	  0.988491	  0.989317	  0.987857	     
 2229	 49.192792	 49.892973	 50.747177	 49.531188	     	  0.987625	  0.988518	  0.989342	  0.988060	     
 2230	 49.235544	 49.940051	 50.812439	 49.577433	     	  0.987625	  0.988564	  0.989373	  0.988073	     
 2231	 49.172670	 49.885136	 50.744607	 49.515156	     	  0.987567	  0.988532	  0.989357	  0.988026	     
 2232	 49.243390	 49.949502	 50.859481	 49.590421	     	  0.987364	  0.988487	  0.989348	  0.987882	     
 2233	 49.158734	 49.852697	 50.746503	 49.500367	     	  0.987553	  0.988491	  0.989366	  0.988011	     
 2234	 49.162600	 49.902260	 50.805377	 49.518078	     	  0.987276	  0.988423	  0.989270	  0.987799	     
 2235	 49.079622	 49.810349	 50.661973	 49.426205	     	  0.987346	  0.988350	  0.989216	  0.987825	     
 2236	 49.073662	 49.813026	 50.719689	 49.429497	     	  0.986795	  0.988158	  0.989032	  0.987395	     
 2237	 49.122390	 49.856921	 50.724010	 49.471965	     	  0.987403	  0.988320	  0.989155	  0.987848	     
 2238	 49.153403	 49.896884	 50.824915	 49.513015	     	  0.987158	  0.988303	  0.989181	  0.987686	     
 2239	 49.108536	 49.883518	 50.797537	 49.475092	     	  0.987187	  0.988293	  0.989173	  0.987702	     
 2240	 49.236854	 49.891339	 50.822922	 49.572184	     	  0.987198	  0.988212	  0.989103	  0.987684	     
 2241	 49.220458	 49.883280	 50.830246	 49.560035	     	  0.987518	  0.988314	  0.989234	  0.987936	     
 2242	 49.333948	 49.911301	 50.854585	 49.649035	     	  0.987639	  0.988352	  0.989248	  0.988026	     
 2243	 49.280836	 49.906255	 50.839521	 49.608224	     	  0.987665	  0.988373	  0.989233	  0.988044	     
 2244	 49.369144	 49.927806	 50.878587	 49.679879	     	  0.987549	  0.988312	  0.989206	  0.987952	     
 2245	 49.323244	 49.916050	 50.857472	 49.642467	     	  0.987782	  0.988391	  0.989257	  0.988129	     
 2246	 49.388859	 49.937078	 50.876080	 49.695133	     	  0.987779	  0.988396	  0.989269	  0.988130	     
 2247	 49.328307	 49.917579	 50.866318	 49.647453	     	  0.987789	  0.988364	  0.989263	  0.988131	     
 2248	 49.411395	 49.945493	 50.894008	 49.714855	     	  0.987665	  0.988347	  0.989256	  0.988044	     
 2249	 49.362901	 49.946218	 50.889057	 49.679620	     	  0.987750	  0.988401	  0.989285	  0.988114	     
 2250	 49.409890	 49.945035	 50.891587	 49.713399	     	  0.987755	  0.988392	  0.989264	  0.988113	     
 2251	 49.376272	 49.940114	 50.887349	 49.688029	     	  0.987744	  0.988391	  0.989279	  0.988107	     
 2252	 49.450711	 49.947592	 50.884000	 49.741979	     	  0.987766	  0.988366	  0.989233	  0.988110	     
 2253	 49.426164	 49.948687	 50.887918	 49.725138	     	  0.987767	  0.988399	  0.989257	  0.988121	     
 2254	 49.478418	 49.945696	 50.902770	 49.763822	     	  0.987811	  0.988373	  0.989273	  0.988148	     
 2255	 49.517748	 49.960608	 50.914030	 49.795634	     	  0.987884	  0.988409	  0.989298	  0.988207	     
 2256	 51.861649	 52.356200	 52.968292	 52.109300	     	  0.992043	  0.992548	  0.992525	  0.992207	     
 2257	 51.049553	 52.140152	 52.788480	 51.468711	     	  0.990817	  0.992212	  0.992234	  0.991285	     
 2258	 51.053398	 52.140173	 52.768596	 51.469085	     	  0.990834	  0.992216	  0.992213	  0.991294	     
 2259	 51.003976	 52.136969	 52.762264	 51.431542	     	  0.990790	  0.992210	  0.992209	  0.991263	     
 2260	 51.105033	 52.134419	 52.771936	 51.506493	     	  0.990923	  0.992208	  0.992227	  0.991354	     
 2261	 50.908583	 52.117058	 52.726466	 51.354049	     	  0.990697	  0.992217	  0.992210	  0.991202	     
 2262	 50.894352	 52.087372	 52.702780	 51.336505	     	  0.990641	  0.992176	  0.992194	  0.991155	     
 2263	 50.576812	 51.939657	 52.436803	 51.048654	     	  0.990177	  0.992080	  0.992044	  0.990806	     
 2264	 50.836353	 51.952766	 52.537331	 51.254499	     	  0.990356	  0.992011	  0.992014	  0.990908	     
 2265	 50.231692	 51.650047	 52.132419	 50.715947	     	  0.989331	  0.991788	  0.991718	  0.990138	     
 2266	 50.290455	 51.657344	 52.190892	 50.767723	     	  0.989258	  0.991658	  0.991659	  0.990058	     
 2267	 50.045818	 51.501095	 51.998595	 50.541253	     	  0.988774	  0.991592	  0.991491	  0.989697	     
