Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame
   17	 53.042533	 56.532056	 55.994212	 53.873997	     	  0.994359	  0.997458	  0.996778	  0.995278	     
   18	 52.441377	 55.749868	 55.052551	 53.220223	  min	  0.993506	  0.996964	  0.996055	  0.994507	     
   19	 52.121654	 55.720913	 55.229212	 52.978648	  min	  0.992907	  0.996867	  0.996206	  0.994117	     
   20	 52.408507	 55.638726	 54.674820	 53.141019	     	  0.993418	  0.996709	  0.995567	  0.994325	     
   21	 51.986339	 55.406245	 54.062446	 52.713496	  min	  0.992928	  0.996508	  0.995081	  0.993884	     
   22	 52.007805	 55.307480	 54.057262	 52.720789	     	  0.993130	  0.996273	  0.994934	  0.993955	     
   23	 51.553369	 54.997193	 53.704125	 52.291721	  min	  0.992531	  0.996103	  0.994574	  0.993467	     
   24	 51.674426	 54.748707	 53.045974	 52.277665	  min	  0.992813	  0.995778	  0.993927	  0.993493	     
   25	 51.378367	 54.383172	 53.185656	 52.033199	  min	  0.992660	  0.995564	  0.994187	  0.993398	     
   26	 51.670426	 54.264796	 53.118805	 52.236582	     	  0.993155	  0.995306	  0.993842	  0.993628	     
   27	 51.417479	 53.785201	 52.338416	 51.884188	  min	  0.992874	  0.994980	  0.993058	  0.993256	     
   28	 50.813880	 53.246118	 51.558503	 51.260514	  min	  0.992262	  0.994302	  0.992114	  0.992578	     
   29	 51.109198	 53.386426	 51.888249	 51.544532	     	  0.992766	  0.994507	  0.992570	  0.993023	     
   30	 50.890274	 53.230368	 52.008547	 51.383040	     	  0.992530	  0.994240	  0.992663	  0.992837	     
   31	 50.755455	 52.757083	 51.574044	 51.165891	  min	  0.992901	  0.993802	  0.992285	  0.992949	     
   32	 51.088825	 52.870589	 51.601546	 51.425751	     	  0.993815	  0.993814	  0.992267	  0.993557	     
   33	 50.650794	 52.625571	 51.306017	 51.032952	  min	  0.993397	  0.993810	  0.992286	  0.993281	     
   34	 50.821801	 52.429899	 51.261811	 51.125941	     	  0.993208	  0.993489	  0.992212	  0.993089	     
   35	 50.450507	 52.531834	 51.233102	 50.864585	  min	  0.993435	  0.993729	  0.992495	  0.993327	     
   36	 51.022625	 52.445188	 51.135109	 51.249113	     	  0.994136	  0.993520	  0.992312	  0.993729	     
   37	 49.935193	 52.098888	 50.767500	 50.366135	  min	  0.993264	  0.993679	  0.992513	  0.993208	     
   38	 50.215408	 52.113661	 51.016816	 50.611169	     	  0.993358	  0.993428	  0.992661	  0.993253	     
   39	 50.083374	 51.568420	 50.669242	 50.395285	     	  0.993364	  0.993144	  0.992654	  0.993209	     
   40	 50.710803	 51.586613	 50.663309	 50.836847	     	  0.993951	  0.992621	  0.992352	  0.993463	     
   41	 50.101691	 51.596910	 50.731520	 50.421746	     	  0.993598	  0.993325	  0.993041	  0.993460	     
   42	 50.525767	 51.690474	 50.739670	 50.735819	     	  0.993536	  0.992966	  0.992744	  0.993309	     
   43	 49.433859	 50.749610	 49.894293	 49.704094	  min	  0.992938	  0.992392	  0.992062	  0.992701	     
   44	 49.828864	 50.759098	 49.775549	 49.961487	     	  0.993719	  0.991925	  0.991966	  0.993128	     
   45	 48.606891	 50.207549	 49.291617	 48.948712	  min	  0.992742	  0.991573	  0.991498	  0.992340	     
   46	 49.235436	 50.177194	 49.257625	 49.382701	     	  0.992166	  0.990847	  0.990817	  0.991721	     
   47	 48.957274	 49.876750	 49.067530	 49.116409	     	  0.991169	  0.990238	  0.990342	  0.990876	     
   48	 53.527797	 54.794434	 54.372298	 53.850514	     	  0.994672	  0.996031	  0.996069	  0.995131	     
   49	 48.407080	 50.377264	 49.192610	 48.808844	  min	  0.992102	  0.992763	  0.992061	  0.992206	     
   50	 48.715197	 50.277986	 49.320254	 49.039924	     	  0.991035	  0.991639	  0.991151	  0.991155	     
   51	 49.459029	 50.425408	 49.468523	 49.607521	     	  0.992003	  0.991785	  0.991530	  0.991888	     
   52	 51.080159	 51.625757	 50.974848	 51.148379	     	  0.992036	  0.992852	  0.992537	  0.992255	     
   53	 49.214669	 50.306415	 49.201617	 49.376352	     	  0.992118	  0.991821	  0.991491	  0.991964	     
   54	 50.400616	 51.266017	 50.483399	 50.547511	     	  0.992494	  0.992688	  0.992595	  0.992543	     
   55	 48.991577	 50.350771	 49.265450	 49.237136	     	  0.992039	  0.991877	  0.991640	  0.991946	     
   56	 50.850559	 51.415925	 50.707026	 50.915066	     	  0.992354	  0.992679	  0.992567	  0.992444	     
   57	 48.929322	 50.346416	 49.272789	 49.193771	     	  0.992008	  0.991846	  0.991767	  0.991941	     
   58	 49.921370	 50.702298	 49.814878	 50.023722	     	  0.992266	  0.992076	  0.992066	  0.992201	     
   59	 49.035218	 50.476148	 49.607931	 49.339433	     	  0.992070	  0.992205	  0.992231	  0.992119	     
   60	 50.846776	 51.332079	 50.714249	 50.901216	     	  0.992464	  0.992740	  0.992851	  0.992575	     
   61	 49.000281	 50.524781	 49.797775	 49.349670	     	  0.992117	  0.992325	  0.992546	  0.992223	     
   62	 49.824528	 50.517025	 49.807168	 49.929574	     	  0.992283	  0.991945	  0.992162	  0.992207	     
   63	 48.514975	 50.079646	 49.405206	 48.883283	     	  0.991936	  0.991925	  0.992171	  0.991974	     
   64	 50.786521	 51.252828	 50.585038	 50.826019	     	  0.992486	  0.992665	  0.992869	  0.992580	     
   65	 48.315771	 49.745337	 48.924476	 48.624144	  min	  0.991827	  0.991353	  0.991633	  0.991716	     
   66	 49.167107	 50.019001	 49.158320	 49.296473	     	  0.991969	  0.991248	  0.991450	  0.991763	     
   67	 48.209610	 49.348505	 48.518992	 48.431943	  min	  0.991676	  0.990661	  0.990868	  0.991373	     
   68	 50.197597	 50.654432	 49.904767	 50.219435	     	  0.992080	  0.991739	  0.991974	  0.992006	     
   69	 48.161520	 49.221408	 48.212956	 48.330013	  min	  0.991649	  0.990242	  0.990356	  0.991199	     
   70	 49.024707	 49.898168	 49.031683	 49.159821	     	  0.991829	  0.990940	  0.991137	  0.991566	     
   71	 48.153920	 49.016638	 48.102438	 48.277434	  min	  0.991616	  0.989995	  0.990103	  0.991094	     
   72	 50.051225	 50.476694	 49.744195	 50.065774	     	  0.991993	  0.991384	  0.991703	  0.991843	     
   73	 48.185104	 49.019361	 47.967581	 48.275362	  min	  0.991628	  0.989852	  0.989760	  0.991021	     
   74	 48.963957	 49.680733	 48.939639	 49.071334	     	  0.991798	  0.990614	  0.990882	  0.991448	     
   75	 48.127270	 48.865470	 47.886273	 48.199714	  min	  0.991526	  0.989708	  0.989592	  0.990901	     
   76	 49.936386	 50.302352	 49.580251	 49.933025	     	  0.991953	  0.991070	  0.991462	  0.991724	     
   77	 47.959882	 48.939801	 47.890702	 48.096595	  min	  0.991479	  0.989570	  0.989594	  0.990846	     
   78	 48.757694	 49.552594	 48.654995	 48.862699	     	  0.991659	  0.990211	  0.990438	  0.991214	     
   79	 47.817479	 48.934697	 47.933432	 48.004708	  min	  0.991240	  0.989587	  0.989573	  0.990687	     
   80	 49.796948	 50.067603	 49.389830	 49.769632	     	  0.991858	  0.990638	  0.991141	  0.991535	     
   81	 47.804662	 48.986478	 47.971989	 48.009205	     	  0.991306	  0.989485	  0.989547	  0.990709	     
   82	 48.703132	 49.372948	 48.498146	 48.772147	     	  0.991658	  0.989796	  0.990012	  0.991073	     
   83	 47.525962	 48.802030	 47.891439	 47.775708	  min	  0.991094	  0.989291	  0.989415	  0.990514	     
   84	 49.678235	 49.853532	 49.158745	 49.615354	     	  0.991774	  0.990274	  0.990760	  0.991355	     
   85	 47.778630	 48.765081	 47.943836	 47.956306	     	  0.991289	  0.989066	  0.989402	  0.990604	     
   86	 48.505533	 49.060831	 48.300105	 48.557661	     	  0.991504	  0.989270	  0.989668	  0.990826	     
   87	 47.456915	 48.594163	 47.887231	 47.698551	  min	  0.991102	  0.988822	  0.989291	  0.990420	     
   88	 49.513035	 49.623805	 48.952891	 49.432372	     	  0.991678	  0.989802	  0.990344	  0.991143	     
   89	 47.410786	 48.421944	 47.733527	 47.617829	  min	  0.991052	  0.988357	  0.988900	  0.990244	     
   90	 48.396703	 48.850899	 48.137595	 48.424166	     	  0.991401	  0.988742	  0.989250	  0.990600	     
   91	 47.367520	 48.255751	 47.606363	 47.543657	  min	  0.990964	  0.988003	  0.988604	  0.990077	     
   92	 49.367710	 49.417075	 48.747558	 49.265989	     	  0.991551	  0.989374	  0.989945	  0.990921	     
   93	 47.420225	 48.648393	 48.013956	 47.699821	     	  0.990921	  0.988593	  0.989187	  0.990244	     
   94	 49.351806	 49.380493	 48.740390	 49.248388	     	  0.991589	  0.989311	  0.989947	  0.990936	     
   95	 49.358061	 49.404779	 48.817104	 49.270675	     	  0.991638	  0.989332	  0.990056	  0.990990	     
   96	 51.897588	 52.419114	 51.994494	 51.996584	     	  0.994453	  0.993822	  0.994253	  0.994314	     
   97	 47.337456	 48.857619	 47.898732	 47.649957	     	  0.991989	  0.989876	  0.989986	  0.991303	     
   98	 48.073291	 49.087669	 48.120511	 48.234857	     	  0.992301	  0.989923	  0.989975	  0.991517	     
   99	 47.137410	 48.109485	 47.206503	 47.296888	  min	  0.991681	  0.988115	  0.988194	  0.990505	     
  100	 49.563583	 49.718955	 49.020914	 49.493254	     	  0.992969	  0.990462	  0.990867	  0.992201	     
  101	 46.705216	 47.721982	 46.774558	 46.870887	  min	  0.991169	  0.986971	  0.987009	  0.989776	     
  102	 47.784683	 48.232825	 47.314021	 47.772813	     	  0.991693	  0.987714	  0.987812	  0.990383	     
  103	 46.608330	 47.291361	 46.377007	 46.674572	  min	  0.990860	  0.985727	  0.985813	  0.989163	     
  104	 48.562821	 48.487438	 47.755447	 48.405161	     	  0.991995	  0.987855	  0.988379	  0.990702	     
  105	 46.794056	 47.281643	 46.345503	 46.792169	     	  0.990829	  0.985413	  0.985473	  0.989034	     
  106	 47.541869	 47.793333	 46.928950	 47.473419	     	  0.991261	  0.986398	  0.986653	  0.989683	     
  107	 46.408868	 47.016051	 46.114504	 46.452769	  min	  0.990396	  0.984668	  0.984751	  0.988500	     
  108	 48.274748	 48.032057	 47.335725	 48.063651	     	  0.991501	  0.986540	  0.987228	  0.989962	     
  109	 46.654450	 47.044198	 46.146115	 46.626787	     	  0.990470	  0.984469	  0.984737	  0.988514	     
  110	 47.362886	 47.560998	 46.710159	 47.278598	     	  0.990852	  0.985509	  0.985859	  0.989129	     
  111	 46.305976	 46.823397	 45.976989	 46.330381	  min	  0.990069	  0.983809	  0.984191	  0.988046	     
  112	 48.051972	 47.743416	 47.099183	 47.827038	     	  0.991086	  0.985459	  0.986476	  0.989380	     
  113	 46.245818	 46.733622	 45.848557	 46.253393	  min	  0.989883	  0.983297	  0.983701	  0.987755	     
  114	 47.115389	 47.339040	 46.522303	 47.046357	     	  0.990479	  0.984534	  0.985151	  0.988600	     
  115	 46.059753	 46.557430	 45.751239	 46.084906	  min	  0.989610	  0.982557	  0.983234	  0.987372	     
  116	 47.848775	 47.471300	 46.892438	 47.611356	     	  0.990680	  0.984447	  0.985719	  0.988814	     
  117	 46.109218	 46.520354	 45.741751	 46.110687	     	  0.989526	  0.982454	  0.983180	  0.987290	     
  118	 46.955378	 47.130943	 46.361226	 46.878619	     	  0.990025	  0.983734	  0.984461	  0.988049	     
  119	 45.966636	 46.426789	 45.691991	 45.992228	  min	  0.989166	  0.981839	  0.982696	  0.986866	     
  120	 47.685419	 47.229962	 46.682126	 47.425230	     	  0.990212	  0.983400	  0.984829	  0.988180	     
  121	 45.905571	 46.324997	 45.578916	 45.915675	  min	  0.988930	  0.981285	  0.982229	  0.986539	     
  122	 46.741510	 46.848454	 46.125698	 46.649823	     	  0.989499	  0.982495	  0.983458	  0.987325	     
  123	 45.855810	 46.227524	 45.536949	 45.860044	  min	  0.988720	  0.980872	  0.981853	  0.986268	     
  124	 47.503381	 47.056159	 46.420122	 47.228690	     	  0.989724	  0.982570	  0.983735	  0.987533	     
  125	 45.705757	 46.069726	 45.372884	 45.706286	  min	  0.988323	  0.980058	  0.981077	  0.985738	     
  126	 45.969170	 46.303591	 45.578511	 45.954711	     	  0.988214	  0.980350	  0.981325	  0.985755	     
  127	 45.450067	 45.907639	 45.238202	 45.486414	  min	  0.987715	  0.979305	  0.980338	  0.985084	     
  128	 46.534865	 46.529888	 45.837876	 46.409846	     	  0.988211	  0.980626	  0.981640	  0.985852	     
  129	 45.403250	 45.753865	 45.076510	 45.402832	  min	  0.987415	  0.978482	  0.979507	  0.984608	     
  130	 45.809515	 45.946536	 45.273121	 45.737443	     	  0.987591	  0.978720	  0.979675	  0.984793	     
  131	 45.241071	 45.720287	 45.091385	 45.291602	  min	  0.987020	  0.978258	  0.979292	  0.984272	     
  132	 46.265446	 46.302051	 45.629687	 46.158735	     	  0.987524	  0.979392	  0.980488	  0.984996	     
  133	 45.070949	 45.620734	 44.908200	 45.129774	  min	  0.986656	  0.977579	  0.978456	  0.983776	     
  134	 45.607490	 45.761339	 45.081311	 45.539980	     	  0.987018	  0.977552	  0.978481	  0.984018	     
  135	 44.709676	 45.501937	 44.798108	 44.847117	  min	  0.985970	  0.977054	  0.977723	  0.983109	     
  136	 46.027124	 46.087515	 45.404197	 45.926655	     	  0.986907	  0.978232	  0.979158	  0.984170	     
  137	 44.945433	 45.496466	 44.727032	 44.994631	     	  0.986021	  0.976823	  0.977209	  0.983020	     
  138	 45.348497	 45.673007	 44.899823	 45.321914	     	  0.986265	  0.976862	  0.977270	  0.983199	     
  139	 44.695866	 45.273117	 44.476628	 44.748798	  min	  0.985519	  0.975746	  0.975877	  0.982283	     
  140	 45.849539	 45.883859	 45.193096	 45.738558	     	  0.986251	  0.977069	  0.977828	  0.983317	     
  141	 44.901779	 45.451106	 44.686479	 44.951273	     	  0.985523	  0.976154	  0.976325	  0.982429	     
  142	 45.847438	 45.977219	 45.261345	 45.764956	     	  0.986203	  0.977401	  0.977872	  0.983348	     
  143	 45.880266	 46.013273	 45.333151	 45.805565	     	  0.986222	  0.977448	  0.978085	  0.983404	     
  144	 49.610207	 49.495831	 49.157959	 49.512558	     	  0.992276	  0.988281	  0.989163	  0.991091	     
  145	 45.426440	 46.374266	 45.372023	 45.561308	     	  0.988065	  0.981873	  0.981093	  0.985871	     
  146	 45.768112	 46.813755	 45.972130	 45.960405	     	  0.987954	  0.982277	  0.982078	  0.986029	     
  147	 44.741721	 45.491326	 44.539544	 44.822725	     	  0.986905	  0.978234	  0.977208	  0.983844	     
  148	 46.121122	 46.922729	 46.263546	 46.268959	     	  0.987975	  0.981946	  0.982326	  0.986029	     
  149	 44.507351	 45.055757	 44.160971	 44.533199	  min	  0.986108	  0.975978	  0.975024	  0.982572	     
  150	 45.242034	 45.658750	 45.046815	 45.275105	     	  0.986571	  0.977506	  0.977768	  0.983593	     
  151	 44.447772	 44.701842	 43.895327	 44.391087	  min	  0.985531	  0.974048	  0.973285	  0.981576	     
  152	 45.754022	 46.094864	 45.496091	 45.764379	     	  0.986773	  0.978625	  0.979031	  0.984125	     
  153	 44.443708	 44.578369	 43.783193	 44.347972	  min	  0.985273	  0.973156	  0.972444	  0.981115	     
  154	 45.133155	 45.434764	 44.851687	 45.133253	     	  0.985916	  0.975960	  0.976231	  0.982643	     
  155	 44.357364	 44.508654	 43.752032	 44.274679	  min	  0.984798	  0.972446	  0.971711	  0.980558	     
  156	 45.565983	 45.713147	 45.133756	 45.514659	     	  0.985928	  0.976487	  0.977009	  0.982868	     
  157	 44.345657	 44.491334	 43.742296	 44.262455	  min	  0.984426	  0.971938	  0.971470	  0.980185	     
  158	 44.967937	 45.232589	 44.610014	 44.948591	     	  0.984984	  0.974549	  0.974632	  0.981520	     
  159	 44.147005	 44.542110	 43.880230	 44.164126	  min	  0.983976	  0.971700	  0.971656	  0.979876	     
  160	 45.389715	 45.499271	 45.005658	 45.341094	     	  0.985224	  0.975054	  0.976001	  0.981992	     
  161	 43.957968	 44.439010	 43.808456	 44.008805	  min	  0.983531	  0.970908	  0.971260	  0.979382	     
  162	 44.806619	 44.947601	 44.400438	 44.759037	     	  0.984494	  0.972709	  0.973374	  0.980676	     
  163	 43.905632	 44.514447	 44.003052	 44.017802	     	  0.983179	  0.971015	  0.972001	  0.979289	     
  164	 45.276294	 45.312840	 44.922568	 45.221288	     	  0.984652	  0.973731	  0.975418	  0.981293	     
  165	 43.825908	 44.406731	 43.944732	 43.937474	  min	  0.982714	  0.970101	  0.971521	  0.978746	     
  166	 44.418671	 44.589638	 44.119236	 44.395010	     	  0.983230	  0.970387	  0.971825	  0.979189	     
  167	 43.643633	 44.312744	 43.926983	 43.795321	  min	  0.982065	  0.969365	  0.971206	  0.978138	     
  168	 44.736344	 44.854601	 44.457449	 44.707874	     	  0.983092	  0.971243	  0.973258	  0.979478	     
  169	 43.741176	 44.326186	 44.019591	 43.879522	     	  0.981978	  0.969139	  0.971339	  0.978065	     
  170	 44.416803	 44.504305	 44.151846	 44.385817	     	  0.982681	  0.969427	  0.971552	  0.978617	     
  171	 43.846742	 44.219512	 43.999411	 43.932115	     	  0.981816	  0.968631	  0.971199	  0.977849	     
  172	 44.593712	 44.560191	 44.235615	 44.526416	     	  0.982286	  0.969547	  0.972042	  0.978455	     
  173	 43.742129	 44.136510	 43.874677	 43.827556	     	  0.981366	  0.968024	  0.970446	  0.977322	     
  174	 44.368800	 44.410976	 44.055783	 44.321954	     	  0.982046	  0.968606	  0.970811	  0.977933	     
  175	 43.519712	 43.982717	 43.718057	 43.626525	  min	  0.980567	  0.966987	  0.969516	  0.976462	     
  176	 44.440667	 44.426647	 44.113429	 44.382076	     	  0.981476	  0.968421	  0.971076	  0.977567	     
  177	 43.432151	 43.824731	 43.551045	 43.515044	  min	  0.980404	  0.965881	  0.968477	  0.975996	     
  178	 44.199645	 44.215885	 43.874451	 44.146394	     	  0.981381	  0.967149	  0.969616	  0.977048	     
  179	 43.179591	 43.642596	 43.371117	 43.285290	  min	  0.979692	  0.964603	  0.967431	  0.975134	     
  180	 44.251954	 44.308736	 44.069639	 44.230377	     	  0.980606	  0.967485	  0.970469	  0.976730	     
  181	 42.924719	 43.377340	 43.133212	 43.031590	  min	  0.979055	  0.962894	  0.965944	  0.974177	     
  182	 43.662781	 43.912160	 43.632857	 43.698314	     	  0.980058	  0.965336	  0.968295	  0.975644	     
  183	 42.882158	 43.275854	 43.035473	 42.970895	  min	  0.978854	  0.962374	  0.965368	  0.973860	     
  184	 44.089625	 44.194368	 44.067768	 44.103243	     	  0.980180	  0.966598	  0.970120	  0.976240	     
  185	 42.792665	 43.171850	 42.967026	 42.882591	  min	  0.978685	  0.961465	  0.964769	  0.973496	     
  186	 43.185634	 43.736478	 43.609028	 43.341870	     	  0.979235	  0.964185	  0.968071	  0.974866	     
  187	 42.582713	 42.968662	 42.775426	 42.676689	  min	  0.978215	  0.960235	  0.963599	  0.972782	     
  188	 43.902934	 44.105221	 44.021636	 43.955710	     	  0.979801	  0.965902	  0.969599	  0.975784	     
  189	 43.087101	 43.232995	 43.103764	 43.113867	     	  0.979460	  0.961646	  0.964952	  0.974073	     
  190	 43.868211	 44.099618	 44.101297	 43.944255	     	  0.980186	  0.965817	  0.969912	  0.976079	     
  191	 44.021422	 44.029292	 43.983658	 44.016414	     	  0.980828	  0.965392	  0.969117	  0.976304	     
  192	 47.101805	 47.007608	 47.198675	 47.101900	     	  0.988606	  0.980783	  0.983918	  0.986521	     
  193	 43.674516	 44.094337	 44.024443	 43.799012	     	  0.983775	  0.970747	  0.973128	  0.979829	     
  194	 43.907446	 45.256947	 45.477565	 44.341348	     	  0.983426	  0.974986	  0.978029	  0.981120	     
  195	 42.927882	 43.696224	 43.652900	 43.162779	     	  0.981685	  0.968115	  0.970639	  0.977582	     
  196	 43.973733	 45.192465	 45.340640	 44.363250	     	  0.983064	  0.974242	  0.977503	  0.980667	     
  197	 42.522133	 43.270844	 43.246314	 42.754006	     	  0.980935	  0.965149	  0.967860	  0.976125	     
  198	 43.021543	 43.983761	 44.031622	 43.326020	     	  0.981313	  0.968413	  0.971329	  0.977499	     
  199	 42.064250	 43.095056	 43.093162	 42.381155	  min	  0.979612	  0.963457	  0.966546	  0.974741	     
  200	 43.640863	 44.236661	 44.431666	 43.859565	     	  0.981811	  0.969144	  0.972976	  0.978227	     
  201	 41.971815	 42.989094	 43.011895	 42.288383	  min	  0.979391	  0.962145	  0.965427	  0.974189	     
  202	 42.900807	 43.344927	 43.470963	 43.063220	     	  0.980881	  0.963934	  0.967452	  0.975818	     
  203	 41.919292	 42.984378	 43.100727	 42.262306	  min	  0.979108	  0.961953	  0.965609	  0.973999	     
  204	 43.493491	 43.781411	 44.167915	 43.646703	     	  0.981281	  0.966154	  0.970646	  0.976987	     
  205	 41.829545	 43.004275	 43.156204	 42.207606	  min	  0.979045	  0.961671	  0.965572	  0.973904	     
  206	 42.846984	 43.247481	 43.451416	 43.007729	     	  0.980639	  0.962728	  0.966701	  0.975331	     
  207	 41.956999	 43.085822	 43.299222	 42.330741	     	  0.979223	  0.962167	  0.966152	  0.974202	     
  208	 43.393833	 43.629269	 44.012542	 43.530258	     	  0.981113	  0.964821	  0.969098	  0.976395	     
  209	 41.754893	 43.037897	 43.338439	 42.181475	  min	  0.978853	  0.961872	  0.966000	  0.973881	     
  210	 42.491891	 43.119947	 43.413213	 42.734354	     	  0.979708	  0.961720	  0.965861	  0.974403	     
  211	 41.981497	 42.870631	 43.282675	 42.315406	     	  0.978605	  0.960742	  0.965360	  0.973420	     
  212	 42.568678	 42.987440	 43.405217	 42.766466	     	  0.978621	  0.960563	  0.965242	  0.973382	     
  213	 41.931033	 42.850693	 43.306394	 42.279238	     	  0.978329	  0.960642	  0.965115	  0.973179	     
  214	 42.380426	 42.942972	 43.384109	 42.624452	     	  0.979069	  0.960498	  0.964972	  0.973625	     
  215	 41.877972	 42.597816	 43.151018	 42.182894	     	  0.978074	  0.959149	  0.963864	  0.972552	     
  216	 42.356787	 42.692264	 43.168586	 42.537718	     	  0.978014	  0.958572	  0.963088	  0.972286	     
  217	 41.833327	 42.471140	 43.033436	 42.115953	  min	  0.978044	  0.958199	  0.962666	  0.972174	     
  218	 42.287888	 42.671245	 43.137405	 42.481911	     	  0.978873	  0.958823	  0.962572	  0.972815	     
  219	 41.409003	 42.294225	 42.821352	 41.757002	  min	  0.977100	  0.957036	  0.960806	  0.971040	     
  220	 42.250168	 42.473817	 42.943910	 42.395775	     	  0.977912	  0.957095	  0.960855	  0.971600	     
  221	 41.069944	 42.076735	 42.631752	 41.454919	  min	  0.976809	  0.955421	  0.959162	  0.970303	     
  222	 42.012269	 42.335749	 42.792924	 42.186768	     	  0.978671	  0.956583	  0.959939	  0.971868	     
  223	 40.637536	 41.828491	 42.372106	 41.070345	  min	  0.975663	  0.953504	  0.957329	  0.968914	     
  224	 42.035407	 42.324019	 42.798190	 42.201680	     	  0.977628	  0.956078	  0.959632	  0.971037	     
  225	 40.467006	 41.532727	 42.082015	 40.867182	  min	  0.975432	  0.951079	  0.955038	  0.967974	     
  226	 41.580255	 41.792409	 42.283730	 41.725406	     	  0.977919	  0.952939	  0.956383	  0.970166	     
  227	 40.238656	 41.358745	 41.903434	 40.652815	  min	  0.974826	  0.949899	  0.953819	  0.967170	     
  228	 41.961849	 42.268470	 42.840871	 42.147741	     	  0.977738	  0.956192	  0.959837	  0.971164	     
  229	 40.144296	 41.238215	 41.796417	 40.553156	  min	  0.975031	  0.949082	  0.952912	  0.967020	     
  230	 41.247563	 41.554497	 42.126142	 41.433443	     	  0.977582	  0.951821	  0.955240	  0.969565	     
  231	 40.166242	 41.202200	 41.806811	 40.565360	     	  0.975063	  0.949050	  0.952946	  0.967041	     
  232	 41.925977	 42.234802	 42.924783	 42.129047	     	  0.977838	  0.956400	  0.959918	  0.971278	     
  233	 40.215399	 41.144642	 41.770257	 40.588206	     	  0.975594	  0.948703	  0.952438	  0.967253	     
  234	 40.886849	 41.539954	 42.152149	 41.180564	     	  0.976948	  0.951888	  0.955152	  0.969139	     
  235	 40.417245	 40.971552	 41.608525	 40.685753	     	  0.976122	  0.947427	  0.951220	  0.967189	     
  236	 41.855414	 42.094578	 42.780144	 42.036749	     	  0.977913	  0.955369	  0.958502	  0.970921	     
  237	 40.796007	 41.237619	 41.980498	 41.045822	     	  0.977379	  0.949961	  0.953245	  0.968787	     
  238	 41.931236	 42.142806	 42.797188	 42.099727	     	  0.978681	  0.955949	  0.958424	  0.971516	     
  239	 42.124944	 42.153204	 42.770905	 42.230959	     	  0.979634	  0.956172	  0.958209	  0.972153	     
  240	 45.126725	 44.461882	 45.094348	 45.003340	     	  0.988064	  0.971939	  0.973359	  0.982926	     
  241	 42.055699	 41.870576	 42.705803	 42.125365	     	  0.983916	  0.960144	  0.962913	  0.976454	     
  242	 42.162447	 43.243504	 44.028031	 42.595616	     	  0.983354	  0.967199	  0.969330	  0.978324	     
  243	 41.722767	 41.420503	 42.405803	 41.776262	     	  0.982079	  0.957237	  0.960900	  0.974409	     
  244	 42.207443	 43.110855	 43.921424	 42.596316	     	  0.982103	  0.965665	  0.968219	  0.977049	     
  245	 41.549379	 41.195084	 42.260757	 41.597482	     	  0.981362	  0.954862	  0.958827	  0.973190	     
  246	 41.745754	 42.506955	 43.573686	 42.127048	     	  0.981368	  0.962791	  0.966266	  0.975755	     
  247	 41.099817	 41.005801	 42.115869	 41.237115	     	  0.979938	  0.953172	  0.957713	  0.971773	     
  248	 41.555997	 42.354997	 43.466956	 41.952889	     	  0.979960	  0.961255	  0.965242	  0.974389	     
  249	 40.792969	 40.839686	 41.872646	 40.963334	     	  0.979038	  0.950946	  0.954984	  0.970347	     
