Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame 
 1415	 51.644183	 54.315586	 54.905939	 52.425193	     	  0.990181	  0.995289	  0.995364	  0.991896	     
 1416	 52.223709	 54.463728	 54.800967	 52.887605	     	  0.990656	  0.995069	  0.995108	  0.992134	     
 1417	 51.656311	 54.282477	 54.785545	 52.419784	     	  0.990224	  0.995251	  0.995337	  0.991914	     
 1418	 51.839037	 54.290497	 54.860843	 52.572750	     	  0.990257	  0.995130	  0.995282	  0.991907	     
 1419	 51.661861	 54.188625	 54.907374	 52.425512	     	  0.990180	  0.995259	  0.995393	  0.991895	     
 1420	 52.216835	 54.411684	 54.776016	 52.873530	     	  0.990636	  0.995025	  0.995086	  0.992109	     
 1421	 51.659274	 54.283617	 54.829705	 52.426515	     	  0.990223	  0.995229	  0.995315	  0.991906	     
 1422	 51.860878	 54.348669	 54.883233	 52.598707	     	  0.990339	  0.995196	  0.995274	  0.991971	     
 1423	 51.656146	 54.198235	 54.848786	 52.416491	     	  0.990186	  0.995158	  0.995300	  0.991867	     
 1424	 52.203509	 54.382889	 54.763574	 52.858487	     	  0.990652	  0.994992	  0.995073	  0.992112	     
 1425	 51.704620	 54.223340	 54.872894	 52.460050	     	  0.990345	  0.995127	  0.995298	  0.991967	     
 1426	 51.981858	 54.371452	 54.939639	 52.702252	     	  0.990525	  0.995168	  0.995279	  0.992091	     
 1427	 51.703857	 54.211635	 54.884225	 52.459226	     	  0.990308	  0.995086	  0.995263	  0.991930	     
 1428	 52.206046	 54.426225	 54.821408	 52.871707	     	  0.990702	  0.995061	  0.995127	  0.992166	     
 1429	 51.715144	 54.280405	 54.923196	 52.479511	     	  0.990400	  0.995137	  0.995275	  0.992002	     
 1430	 52.016108	 54.396837	 54.959775	 52.734088	     	  0.990616	  0.995205	  0.995279	  0.992158	     
 1431	 51.771097	 54.268030	 54.900281	 52.520352	     	  0.990496	  0.995148	  0.995275	  0.992068	     
 1432	 52.249260	 54.507519	 54.952636	 52.928629	     	  0.990794	  0.995151	  0.995241	  0.992262	     
 1433	 51.913001	 54.393895	 55.019931	 52.658317	     	  0.990704	  0.995310	  0.995437	  0.992260	     
 1434	 52.306340	 54.641531	 55.135399	 53.007556	     	  0.991054	  0.995370	  0.995459	  0.992507	     
 1435	 51.913792	 54.513270	 55.022961	 52.672419	     	  0.990733	  0.995349	  0.995430	  0.992285	     
 1436	 52.544957	 54.783955	 55.197886	 53.216790	     	  0.991431	  0.995346	  0.995430	  0.992750	     
 1437	 51.854110	 54.617737	 55.139773	 52.647223	     	  0.990605	  0.995389	  0.995463	  0.992212	     
 1438	 52.532152	 54.829861	 55.264704	 53.219119	     	  0.991428	  0.995403	  0.995485	  0.992767	     
 1439	 52.540122	 54.869058	 55.333886	 53.237005	     	  0.991458	  0.995451	  0.995557	  0.992807	     
 1440	 57.918512	 59.359686	 59.493125	 58.365253	     	  0.997206	  0.998029	  0.998000	  0.997475	     
 1441	 52.449992	 56.531766	 56.806974	 53.457832	     	  0.991362	  0.996600	  0.996560	  0.993101	     
 1442	 52.768413	 56.690638	 56.765543	 53.734193	     	  0.991733	  0.996646	  0.996551	  0.993355	     
 1443	 52.249243	 56.341944	 56.445895	 53.245406	     	  0.991011	  0.996499	  0.996430	  0.992829	     
 1444	 52.987781	 56.616353	 56.717298	 53.905305	     	  0.991874	  0.996604	  0.996504	  0.993434	     
 1445	 52.057526	 55.921676	 56.106812	 53.022672	     	  0.990780	  0.996313	  0.996267	  0.992617	     
 1446	 52.415253	 56.070430	 56.162628	 53.336702	     	  0.991016	  0.996352	  0.996262	  0.992780	     
 1447	 51.945949	 55.798119	 55.937724	 52.905331	     	  0.990575	  0.996218	  0.996148	  0.992444	     
 1448	 52.663820	 56.017581	 56.161510	 53.535489	     	  0.991370	  0.996264	  0.996178	  0.992987	     
 1449	 51.932031	 55.643873	 55.783114	 52.867412	     	  0.990580	  0.996142	  0.996078	  0.992423	     
 1450	 52.342375	 55.820208	 55.905636	 53.231515	     	  0.990896	  0.996190	  0.996119	  0.992648	     
 1451	 51.879447	 55.586464	 55.709768	 52.812632	     	  0.990521	  0.996089	  0.996016	  0.992365	     
 1452	 52.587435	 55.784139	 55.913472	 53.428222	     	  0.991290	  0.996082	  0.995991	  0.992872	     
 1453	 51.752281	 55.581850	 55.733967	 52.708886	     	  0.990053	  0.996036	  0.996009	  0.992043	     
 1454	 52.086955	 55.628261	 55.755973	 52.991316	     	  0.990223	  0.996027	  0.995926	  0.992141	     
 1455	 51.467815	 55.436323	 55.617586	 52.449949	     	  0.989143	  0.995949	  0.995878	  0.991400	     
 1456	 51.837237	 53.505466	 53.863081	 52.369227	     	  0.991004	  0.993619	  0.993964	  0.991933	     
 1457	 50.303309	 52.899278	 53.485528	 51.068584	     	  0.987890	  0.993119	  0.993691	  0.989728	     
 1458	 51.015152	 52.996172	 53.516975	 51.640118	     	  0.989212	  0.992910	  0.993524	  0.990547	     
 1459	 50.204448	 52.909714	 53.415012	 50.984249	     	  0.987594	  0.993093	  0.993608	  0.989513	     
 1460	 51.963758	 53.494419	 53.841061	 52.460107	     	  0.991045	  0.993555	  0.993860	  0.991932	     
 1461	 50.403846	 52.868069	 53.351305	 51.131614	     	  0.987817	  0.993164	  0.993599	  0.989672	     
 1462	 51.234416	 53.107328	 53.564256	 51.827172	     	  0.989218	  0.993180	  0.993637	  0.990615	     
 1463	 50.394672	 52.883858	 53.355516	 51.126559	     	  0.987792	  0.993007	  0.993515	  0.989615	     
 1464	 51.797288	 53.173225	 53.615403	 52.265811	     	  0.990572	  0.992933	  0.993540	  0.991460	     
 1465	 50.027450	 52.845163	 53.312238	 50.826175	     	  0.986774	  0.992928	  0.993435	  0.988910	     
 1466	 50.602120	 52.961866	 53.419625	 51.304956	     	  0.987615	  0.993008	  0.993539	  0.989501	     
 1467	 50.083712	 52.808088	 53.272204	 50.863446	     	  0.986749	  0.992962	  0.993496	  0.988909	     
 1468	 51.419653	 53.064120	 53.523263	 51.957697	     	  0.989601	  0.993005	  0.993562	  0.990829	     
 1469	 49.926624	 52.704869	 53.237448	 50.723639	     	  0.986555	  0.992817	  0.993442	  0.988747	     
 1470	 50.234900	 52.689692	 53.274148	 50.970700	     	  0.987034	  0.992413	  0.993245	  0.988966	     
 1471	 49.918486	 52.562801	 53.249683	 50.703053	     	  0.986579	  0.992703	  0.993389	  0.988735	     
 1472	 51.378071	 53.029508	 53.510928	 51.920405	     	  0.989584	  0.992932	  0.993499	  0.990795	     
 1473	 49.971196	 52.637733	 53.232699	 50.751657	     	  0.986592	  0.992833	  0.993418	  0.988770	     
 1474	 50.253315	 52.661447	 53.237828	 50.978465	     	  0.986838	  0.992597	  0.993276	  0.988871	     
 1475	 49.904635	 52.586599	 53.130631	 50.683403	     	  0.986489	  0.992600	  0.993236	  0.988632	     
 1476	 51.188853	 52.671183	 53.216835	 51.696794	     	  0.989296	  0.992227	  0.993079	  0.990415	     
 1477	 49.863605	 52.611680	 53.158296	 50.655915	     	  0.986443	  0.992601	  0.993227	  0.988600	     
 1478	 50.203581	 52.670016	 53.196105	 50.936080	     	  0.986684	  0.992520	  0.993200	  0.988743	     
 1479	 49.751891	 52.748098	 53.194491	 50.583623	     	  0.985877	  0.992709	  0.993249	  0.988244	     
 1480	 51.409950	 53.117590	 53.576979	 51.963440	     	  0.989463	  0.993076	  0.993582	  0.990752	     
 1481	 49.611812	 52.739665	 53.284071	 50.477240	     	  0.985453	  0.992647	  0.993355	  0.987969	     
 1482	 49.513124	 52.443740	 53.092361	 50.350457	     	  0.984855	  0.992136	  0.993085	  0.987440	     
 1483	 49.400024	 52.556623	 53.130975	 50.273387	     	  0.985130	  0.992445	  0.993229	  0.987699	     
 1484	 50.556430	 52.838074	 53.429205	 51.255923	     	  0.987585	  0.992752	  0.993515	  0.989434	     
 1485	 49.837878	 52.708305	 53.354233	 50.663374	     	  0.986231	  0.992717	  0.993492	  0.988522	     
 1486	 50.544833	 52.876481	 53.419398	 51.250267	     	  0.987508	  0.992783	  0.993491	  0.989384	     
 1487	 50.554951	 52.813748	 53.367445	 51.245668	     	  0.987531	  0.992708	  0.993422	  0.989376	     
 1488	 53.643432	 55.054036	 55.415157	 54.110928	     	  0.993640	  0.995041	  0.995365	  0.994161	     
 1489	 50.063676	 53.718023	 54.198336	 51.017386	     	  0.987262	  0.993878	  0.994396	  0.989554	     
 1490	 50.007429	 53.557470	 54.113136	 50.949380	     	  0.986735	  0.993585	  0.994237	  0.989127	     
 1491	 49.486457	 53.333531	 53.973183	 50.484357	     	  0.985675	  0.993429	  0.994161	  0.988382	     
 1492	 50.657571	 53.675260	 54.319764	 51.511091	     	  0.988283	  0.993592	  0.994373	  0.990183	     
 1493	 49.544278	 53.145411	 53.911738	 50.511378	     	  0.986002	  0.993249	  0.994088	  0.988558	     
 1494	 49.760112	 53.180454	 53.895343	 50.692405	     	  0.986274	  0.993162	  0.993998	  0.988709	     
 1495	 49.243008	 53.106327	 53.806196	 50.247973	     	  0.985124	  0.993090	  0.993933	  0.987920	     
 1496	 49.950378	 53.213891	 53.873882	 50.850485	     	  0.986524	  0.993118	  0.993938	  0.988859	     
 1497	 49.335896	 53.079749	 53.749557	 50.319287	     	  0.985437	  0.993093	  0.993890	  0.988122	     
 1498	 49.696091	 53.113208	 53.793679	 50.625068	     	  0.986151	  0.993073	  0.993888	  0.988594	     
 1499	 49.426841	 53.068740	 53.749985	 50.394236	     	  0.985765	  0.993107	  0.993919	  0.988348	     
 1500	 50.235896	 53.255350	 53.913831	 51.090967	     	  0.987261	  0.993246	  0.994003	  0.989382	     
 1501	 49.630911	 52.987012	 53.656173	 50.548269	     	  0.986087	  0.993138	  0.993888	  0.988563	     
 1502	 50.143942	 52.975852	 53.684249	 50.967555	     	  0.986869	  0.993051	  0.993842	  0.989061	     
 1503	 49.748573	 52.963267	 53.556009	 50.634183	     	  0.986003	  0.993148	  0.993835	  0.988500	     
 1504	 50.298403	 53.009702	 53.590240	 51.086524	     	  0.986748	  0.992984	  0.993722	  0.988949	     
 1505	 49.845747	 52.913038	 53.354651	 50.690650	     	  0.986257	  0.993111	  0.993668	  0.988635	     
 1506	 50.087770	 52.801133	 53.314227	 50.869947	     	  0.986281	  0.992793	  0.993459	  0.988562	     
 1507	 49.800706	 52.767402	 53.299192	 50.634513	     	  0.986149	  0.992897	  0.993628	  0.988520	     
 1508	 50.443556	 52.814561	 53.359172	 51.157622	     	  0.987211	  0.992636	  0.993434	  0.989152	     
 1509	 49.622482	 52.718388	 53.231100	 50.479146	     	  0.985718	  0.992780	  0.993497	  0.988192	     
 1510	 49.839907	 52.548506	 53.130604	 50.627633	     	  0.985866	  0.992348	  0.993225	  0.988173	     
 1511	 49.815341	 52.676907	 53.241523	 50.631751	     	  0.986305	  0.992727	  0.993548	  0.988583	     
 1512	 50.468596	 52.690147	 53.207064	 51.147349	     	  0.987297	  0.992457	  0.993303	  0.989158	     
 1513	 49.870681	 52.616619	 53.062320	 50.653007	     	  0.986384	  0.992675	  0.993391	  0.988600	     
 1514	 49.950801	 52.525584	 53.086719	 50.709313	     	  0.986147	  0.992479	  0.993312	  0.988397	     
 1515	 49.764128	 52.541168	 53.147751	 50.567765	     	  0.986050	  0.992518	  0.993478	  0.988366	     
 1516	 50.271117	 52.499574	 53.056457	 50.955516	     	  0.986708	  0.992039	  0.993031	  0.988651	     
 1517	 49.434147	 52.502439	 53.009573	 50.285111	     	  0.985151	  0.992373	  0.993260	  0.987706	     
 1518	 49.543127	 52.354583	 52.992244	 50.356383	     	  0.985158	  0.992036	  0.993051	  0.987620	     
 1519	 49.335675	 52.385623	 53.020666	 50.194437	     	  0.984962	  0.992137	  0.993174	  0.987527	     
 1520	 50.031922	 52.274934	 52.894884	 50.725933	     	  0.986273	  0.991646	  0.992794	  0.988256	     
 1521	 49.352832	 52.382344	 52.997584	 50.206022	     	  0.985118	  0.992087	  0.993124	  0.987614	     
 1522	 49.515212	 52.255920	 52.936053	 50.318399	     	  0.985424	  0.991867	  0.992971	  0.987756	     
 1523	 49.151853	 52.273869	 52.966735	 50.028972	     	  0.984741	  0.991866	  0.993018	  0.987308	     
 1524	 49.826728	 52.187884	 52.803614	 50.545782	     	  0.986038	  0.991433	  0.992645	  0.988038	     
 1525	 49.032562	 52.226886	 52.887940	 49.920237	     	  0.984801	  0.991921	  0.992981	  0.987351	     
 1526	 49.409545	 52.210416	 52.900860	 50.225501	     	  0.985575	  0.991776	  0.992879	  0.987826	     
 1527	 48.957304	 52.199221	 52.889643	 49.856051	     	  0.984643	  0.991851	  0.992922	  0.987225	     
 1528	 49.851630	 52.253452	 52.851344	 50.577568	     	  0.986388	  0.991518	  0.992690	  0.988293	     
 1529	 48.644266	 52.156611	 52.804965	 49.587152	     	  0.983668	  0.991670	  0.992810	  0.986526	     
 1530	 48.519311	 52.201424	 52.852089	 49.491052	     	  0.982677	  0.991523	  0.992741	  0.985829	     
 1531	 45.686323	 46.057438	 46.372662	 45.854635	     	  0.983813	  0.975641	  0.976276	  0.981195	     
 1532	 45.973176	 46.105535	 46.429891	 46.068188	     	  0.984473	  0.975800	  0.976476	  0.981695	     
 1533	 47.952836	 48.030567	 48.254846	 48.014740	     	  0.988576	  0.983049	  0.983321	  0.986779	     
 1534	 48.303150	 48.143363	 48.337583	 48.281792	     	  0.989123	  0.983270	  0.983473	  0.987206	     
 1535	 49.284353	 48.819420	 48.979954	 49.152047	     	  0.990491	  0.985274	  0.985346	  0.988764	     
 1536	 52.259148	 52.702180	 52.748026	 52.408961	     	  0.994295	  0.993084	  0.992859	  0.993853	     
 1537	 50.738772	 52.093710	 52.192386	 51.158281	     	  0.992759	  0.992389	  0.992184	  0.992601	     
 1538	 50.779423	 52.014300	 52.152697	 51.172006	     	  0.992730	  0.992288	  0.992118	  0.992554	     
 1539	 50.505709	 51.847900	 51.985794	 50.926969	     	  0.992498	  0.992137	  0.991991	  0.992353	     
 1540	 50.793367	 51.961581	 52.086247	 51.165984	     	  0.992562	  0.992187	  0.992002	  0.992406	     
 1541	 50.408132	 51.766935	 51.897333	 50.832818	     	  0.992317	  0.992038	  0.991910	  0.992203	     
 1542	 50.484930	 51.781531	 51.909155	 50.892689	     	  0.992312	  0.991971	  0.991821	  0.992173	     
 1543	 50.276743	 51.623491	 51.805735	 50.704975	     	  0.992178	  0.991941	  0.991808	  0.992077	     
 1544	 50.482705	 51.703709	 51.888787	 50.877727	     	  0.992125	  0.991923	  0.991826	  0.992041	     
 1545	 50.310333	 51.649783	 51.792069	 50.731439	     	  0.992143	  0.991948	  0.991799	  0.992053	     
 1546	 50.436431	 51.675137	 51.821462	 50.831102	     	  0.992243	  0.991853	  0.991710	  0.992089	     
 1547	 50.245275	 51.542283	 51.720698	 50.659808	     	  0.992098	  0.991877	  0.991768	  0.992006	     
 1548	 50.443114	 51.588080	 51.782852	 50.818782	     	  0.992060	  0.991818	  0.991723	  0.991963	     
 1549	 50.158032	 51.459518	 51.629074	 50.572601	     	  0.991959	  0.991719	  0.991622	  0.991863	     
 1550	 50.293218	 51.501423	 51.665673	 50.682021	     	  0.992011	  0.991603	  0.991464	  0.991852	     
 1551	 49.984626	 51.228039	 51.467711	 50.392828	     	  0.991737	  0.991474	  0.991412	  0.991639	     
 1552	 50.282490	 51.387920	 51.607512	 50.650652	     	  0.991894	  0.991481	  0.991414	  0.991745	     
 1553	 49.946743	 51.250508	 51.473460	 50.368857	     	  0.991594	  0.991353	  0.991297	  0.991504	     
 1554	 50.095112	 51.304294	 51.527112	 50.491916	     	  0.991751	  0.991188	  0.991145	  0.991556	     
 1555	 49.793762	 51.229681	 51.495019	 50.255878	     	  0.991419	  0.991392	  0.991357	  0.991404	     
 1556	 49.952168	 51.247055	 51.558706	 50.383304	     	  0.991517	  0.991253	  0.991326	  0.991441	     
 1557	 49.684041	 51.142059	 51.448588	 50.156979	     	  0.991366	  0.991234	  0.991257	  0.991326	     
 1558	 49.918850	 51.101010	 51.411323	 50.319795	     	  0.991566	  0.991190	  0.991269	  0.991454	     
 1559	 49.462835	 51.009154	 51.337229	 49.960885	     	  0.991023	  0.991034	  0.991140	  0.991045	     
 1560	 49.595008	 51.088113	 51.423822	 50.080503	     	  0.991156	  0.991102	  0.991183	  0.991151	     
 1561	 49.392367	 51.015921	 51.323683	 49.907337	     	  0.990847	  0.990982	  0.991047	  0.990903	     
 1562	 49.578938	 50.939147	 51.241153	 50.025994	     	  0.991166	  0.990924	  0.991006	  0.991099	     
 1563	 49.289114	 50.983969	 51.339631	 49.827421	     	  0.990871	  0.991001	  0.991125	  0.990935	     
 1564	 49.720305	 51.121010	 51.474690	 50.184328	     	  0.991228	  0.991191	  0.991261	  0.991227	     
 1565	 49.184896	 50.926339	 51.257765	 49.731752	     	  0.990663	  0.990900	  0.990959	  0.990752	     
 1566	 49.327838	 50.926196	 51.266379	 49.840414	     	  0.990703	  0.990990	  0.991032	  0.990806	     
 1567	 49.059562	 50.987008	 51.330118	 49.652376	     	  0.990372	  0.991045	  0.991051	  0.990597	     
 1568	 49.516226	 51.048667	 51.410609	 50.014877	     	  0.990729	  0.991138	  0.991181	  0.990873	     
 1569	 48.990617	 50.820400	 51.219245	 49.566585	     	  0.990104	  0.990833	  0.990887	  0.990356	     
 1570	 49.197031	 50.728030	 51.184819	 49.706674	     	  0.990226	  0.990796	  0.990918	  0.990436	     
 1571	 48.803837	 50.693523	 51.142997	 49.399712	     	  0.989551	  0.990594	  0.990722	  0.989920	     
 1572	 49.387351	 50.980334	 51.351803	 49.902331	     	  0.990140	  0.991018	  0.991088	  0.990444	     
 1573	 48.772856	 50.693342	 51.107672	 49.372044	     	  0.988985	  0.990448	  0.990599	  0.989498	     
 1574	 49.031266	 50.606880	 51.053476	 49.550834	     	  0.989284	  0.990394	  0.990546	  0.989679	     
 1575	 48.768868	 50.687979	 51.119960	 49.369704	     	  0.988777	  0.990544	  0.990622	  0.989379	     
 1576	 49.341057	 50.910676	 51.270002	 49.848741	     	  0.989584	  0.990917	  0.990949	  0.990033	     
 1577	 48.850158	 50.738906	 51.117759	 49.437875	     	  0.988711	  0.990690	  0.990738	  0.989379	     
 1578	 48.972621	 50.706662	 51.137921	 49.529277	     	  0.988730	  0.990342	  0.990535	  0.989299	     
 1579	 48.696139	 50.651692	 51.100047	 49.307299	     	  0.988090	  0.990584	  0.990771	  0.988953	     
 1580	 49.471094	 50.872582	 51.264120	 49.939989	     	  0.989219	  0.990889	  0.991001	  0.989794	     
 1581	 48.699586	 50.621885	 51.048175	 49.300535	     	  0.987641	  0.990534	  0.990701	  0.988633	     
 1582	 49.072527	 50.623922	 51.049520	 49.583570	     	  0.988090	  0.990426	  0.990577	  0.988894	     
 1583	 49.585395	 50.743613	 51.092137	 49.984844	     	  0.988658	  0.990453	  0.990539	  0.989271	     
 1584	 52.605243	 53.813258	 53.898124	 52.983362	     	  0.993439	  0.994014	  0.993907	  0.993613	     
 1585	 49.684056	 52.242145	 52.477934	 50.406574	     	  0.988979	  0.992224	  0.992308	  0.990075	     
 1586	 50.149066	 52.257458	 52.491381	 50.771765	     	  0.989911	  0.992135	  0.992139	  0.990653	     
 1587	 49.502811	 51.949495	 52.270260	 50.210289	     	  0.988676	  0.991880	  0.991981	  0.989761	     
 1588	 50.614644	 52.481948	 52.764333	 51.186205	     	  0.990421	  0.992541	  0.992543	  0.991128	     
 1589	 49.431004	 51.854273	 52.160656	 50.131927	     	  0.988025	  0.991913	  0.991969	  0.989330	     
 1590	 49.828371	 51.812359	 52.187522	 50.438035	     	  0.988735	  0.991838	  0.992005	  0.989797	     
 1591	 49.176966	 51.631325	 52.004968	 49.891542	     	  0.987229	  0.991739	  0.991847	  0.988750	     
 1592	 50.197867	 51.873449	 52.343121	 50.744742	     	  0.989188	  0.991950	  0.992179	  0.990147	     
 1593	 48.998794	 51.465075	 51.961966	 49.728360	     	  0.986413	  0.991549	  0.991785	  0.988165	     
 1594	 49.579903	 51.303999	 51.831114	 50.145091	     	  0.987499	  0.991119	  0.991464	  0.988763	     
 1595	 48.995340	 51.146871	 51.607064	 49.652560	     	  0.986362	  0.991006	  0.991283	  0.987956	     
 1596	 50.228197	 51.575229	 51.985184	 50.685293	     	  0.988585	  0.991291	  0.991548	  0.989530	     
 1597	 48.426659	 50.861900	 51.358509	 49.149617	     	  0.983654	  0.990178	  0.990699	  0.985916	     
 1598	 49.331462	 50.870519	 51.413391	 49.853227	     	  0.985993	  0.989917	  0.990599	  0.987415	     
 1599	 48.689031	 50.854883	 51.401242	 49.358514	     	  0.984288	  0.990205	  0.990821	  0.986363	     
 1600	 50.056041	 51.665409	 52.194286	 50.593542	     	  0.987475	  0.991545	  0.992037	  0.988914	     
 1601	 49.405501	 51.588358	 52.193325	 50.084804	     	  0.985867	  0.991850	  0.992431	  0.987958	     
 1602	 49.840199	 51.796957	 52.452615	 50.474020	     	  0.986502	  0.991835	  0.992583	  0.988404	     
 1603	 49.209130	 51.845200	 52.591650	 49.997533	     	  0.984343	  0.992293	  0.993092	  0.987126	     
 1604	 50.034320	 52.064763	 52.936307	 50.706897	     	  0.986377	  0.992270	  0.993316	  0.988516	     
 1605	 48.570622	 51.687983	 52.744316	 49.476556	     	  0.981042	  0.991503	  0.993137	  0.984801	     
 1606	 48.887382	 51.398859	 52.489895	 49.681697	     	  0.982320	  0.990776	  0.992759	  0.985469	     
 1607	 47.579011	 51.208358	 52.475154	 48.586775	     	  0.977523	  0.990667	  0.992823	  0.982264	     
 1608	 49.085972	 51.426165	 52.652919	 49.857620	     	  0.982994	  0.990591	  0.992808	  0.985896	     
 1609	 47.931687	 51.457842	 52.782437	 48.926845	     	  0.977728	  0.990821	  0.993179	  0.982485	     
 1610	 48.982884	 51.409932	 52.724608	 49.779591	     	  0.982244	  0.990906	  0.993192	  0.985512	     
 1611	 47.982177	 51.483329	 52.743686	 48.968826	     	  0.978339	  0.991394	  0.993395	  0.983024	     
 1612	 49.856610	 52.153395	 53.199495	 50.603129	     	  0.985125	  0.992400	  0.993721	  0.987770	     
 1613	 48.957976	 51.988767	 52.817937	 49.829735	     	  0.982625	  0.992542	  0.993606	  0.986108	     
 1614	 50.017103	 52.083186	 52.792498	 50.681202	     	  0.985735	  0.992487	  0.993422	  0.988142	     
 1615	 49.457766	 51.945501	 52.504709	 50.198005	     	  0.984866	  0.992546	  0.993206	  0.987536	     
 1616	 50.473507	 52.480875	 52.968853	 51.100977	     	  0.987514	  0.992891	  0.993389	  0.989389	     
 1617	 49.751879	 52.055323	 52.411856	 50.431895	     	  0.986146	  0.992754	  0.993051	  0.988398	     
 1618	 50.189242	 52.208959	 52.541816	 50.802496	     	  0.987126	  0.992431	  0.992674	  0.988935	     
 1619	 49.631852	 52.106352	 52.430192	 50.345623	     	  0.985744	  0.992718	  0.992929	  0.988104	     
 1620	 50.293959	 52.249665	 52.538972	 50.887323	     	  0.987202	  0.992468	  0.992747	  0.989004	     
 1621	 49.251369	 52.057598	 52.256115	 50.021784	     	  0.984581	  0.992494	  0.992638	  0.987242	     
 1622	 49.678420	 51.817564	 52.070633	 50.310322	     	  0.985312	  0.991983	  0.992195	  0.987571	     
 1623	 49.218876	 51.885146	 52.083478	 49.960362	     	  0.984655	  0.992065	  0.992250	  0.987156	     
 1624	 49.553086	 51.614121	 51.915018	 50.172345	     	  0.984909	  0.991151	  0.991575	  0.987061	     
 1625	 48.663800	 51.643572	 51.900286	 49.474630	     	  0.982741	  0.991424	  0.991817	  0.985701	     
 1626	 49.016938	 51.520196	 51.802417	 49.732566	     	  0.982927	  0.991137	  0.991557	  0.985734	     
 1627	 48.540710	 51.643722	 51.920408	 49.377338	     	  0.981792	  0.991406	  0.991774	  0.985058	     
 1628	 49.043113	 51.540667	 51.833865	 49.758655	     	  0.982601	  0.990853	  0.991290	  0.985425	     
 1629	 48.495045	 51.711994	 51.978027	 49.352316	     	  0.981311	  0.991493	  0.991829	  0.984761	     
 1630	 49.016551	 51.568069	 51.872536	 49.744734	     	  0.982211	  0.991074	  0.991488	  0.985235	     
 1631	 49.088016	 51.578192	 51.840985	 49.798823	     	  0.982393	  0.991068	  0.991457	  0.985349	     
 1632	 52.257832	 54.166913	 54.264245	 52.817670	     	  0.990894	  0.994150	  0.994115	  0.991974	     
 1633	 49.385475	 53.027852	 53.246662	 50.315561	     	  0.984577	  0.993280	  0.993410	  0.987499	     
 1634	 49.570749	 52.644787	 52.891022	 50.398958	     	  0.984692	  0.992691	  0.992810	  0.987378	     
 1635	 48.990635	 52.528028	 52.749675	 49.902503	     	  0.983490	  0.992821	  0.992975	  0.986626	     
 1636	 50.439160	 52.813280	 53.053228	 51.122342	     	  0.987008	  0.992800	  0.992978	  0.988969	     
 1637	 49.108932	 52.371944	 52.583352	 49.969860	     	  0.983855	  0.992626	  0.992797	  0.986807	     
 1638	 49.396171	 52.169331	 52.356954	 50.158729	     	  0.983992	  0.992028	  0.992246	  0.986707	     
 1639	 48.708684	 52.123545	 52.324774	 49.596728	     	  0.982721	  0.992153	  0.992324	  0.985894	     
 1640	 49.382199	 51.912876	 52.185518	 50.102690	     	  0.984015	  0.991269	  0.991646	  0.986496	     
 1641	 47.936073	 51.835654	 52.095359	 48.913151	     	  0.979760	  0.991360	  0.991763	  0.983694	     
 1642	 48.700381	 51.968347	 52.252218	 49.568795	     	  0.981644	  0.991381	  0.991689	  0.984941	     
 1643	 48.543954	 52.064618	 52.325588	 49.456246	     	  0.981730	  0.992095	  0.992300	  0.985219	     
 1644	 49.584238	 52.084373	 52.369519	 50.299501	     	  0.984299	  0.991857	  0.992099	  0.986859	     
 1645	 48.807974	 52.118275	 52.434545	 49.687100	     	  0.982349	  0.992291	  0.992566	  0.985708	     
 1646	 49.179664	 52.108905	 52.402258	 49.984031	     	  0.983219	  0.991792	  0.992124	  0.986132	     
 1647	 48.885132	 52.349490	 52.562546	 49.783186	     	  0.982700	  0.992701	  0.992848	  0.986058	     
 1648	 49.679147	 52.334688	 52.583562	 50.423536	     	  0.984756	  0.992442	  0.992627	  0.987349	     
 1649	 48.766050	 52.189313	 52.432379	 49.659321	     	  0.982249	  0.992565	  0.992757	  0.985720	     
 1650	 49.024249	 51.870396	 52.127454	 49.808531	     	  0.982489	  0.991826	  0.992126	  0.985651	     
 1651	 48.605154	 51.675573	 52.002005	 49.440136	     	  0.981834	  0.991811	  0.992070	  0.985203	     
 1652	 49.072345	 51.403947	 51.665333	 49.748450	     	  0.982461	  0.990730	  0.990990	  0.985260	     
 1653	 48.504784	 51.268397	 51.635096	 49.283072	     	  0.981794	  0.991005	  0.991398	  0.984929	     
 1654	 48.656780	 51.050095	 51.347373	 49.350241	     	  0.981909	  0.989782	  0.990139	  0.984593	     
 1655	 48.474026	 51.077566	 51.426004	 49.217594	     	  0.982049	  0.990489	  0.991003	  0.984948	     
 1656	 48.990344	 50.909437	 51.285252	 49.584883	     	  0.982516	  0.989419	  0.990051	  0.984922	     
 1657	 48.274794	 50.945854	 51.392090	 49.041961	     	  0.981055	  0.990123	  0.990793	  0.984189	     
 1658	 48.292077	 50.831416	 51.220832	 49.026297	     	  0.980263	  0.989171	  0.989704	  0.983321	     
 1659	 48.017235	 50.929498	 51.364361	 48.831601	     	  0.979615	  0.989994	  0.990627	  0.983180	     
 1660	 48.479878	 50.733335	 51.065644	 49.146243	     	  0.980254	  0.989007	  0.989437	  0.983243	     
 1661	 48.070004	 50.870519	 51.308733	 48.862575	     	  0.980099	  0.989888	  0.990480	  0.983460	     
 1662	 48.382110	 50.749825	 51.070735	 49.072472	     	  0.980468	  0.989335	  0.989722	  0.983488	     
